state,raceyear,area,areanumber,redistricteddate,repvotes,repcandidate,repstatus,demvotes,demcandidate,demstatus,thirdparty,thirdvotes,thirdcandidate,thirdstatus,othervotes,pluralityvotes,pluralityparty,thirdvotestotalpercent,repvotesmajorpercent,demvotesmajorpercent,racenotes,rep_unopposed,dem_unopposed
Alabama,1976.0,District 4,4.0,1972-01-01,34531.0,"Wilson, Leonard",Challenger,141490.0,"Bevill, Tom",Incumbent,,,,,1.0,106959.0,D,0.0,19.62,80.38,,,
Alabama,1976.0,District 5,5.0,1972-01-01,,,,113553.0,"Flippo, Ronnie G.",Challenger,,,,,7.0,113553.0,D,0.0,0.0,100.0,,,
Alabama,1976.0,District 6,6.0,1972-01-01,92113.0,"Buchanan, John H. Jr.",Incumbent,69384.0,"Bailey, Mel",Challenger,,,,,1021.0,22729.0,R,0.0,57.04,42.96,,,
Alabama,1976.0,District 7,7.0,1972-01-01,,,,110496.0,"Flowers, Walter",Incumbent,,,,,5.0,110496.0,D,0.0,0.0,100.0,,,
Alabama,1974.0,District 1,1.0,1972-01-01,60710.0,"Edwards, Jack",Incumbent,37718.0,"Wilson, Augusta E.",Challenger,,,,,3638.0,22992.0,R,0.0,61.68,38.32,,,
Alabama,1974.0,District 2,2.0,1972-01-01,54089.0,"Dickinson, William Louis",Incumbent,27729.0,"Chisler, Clair",Challenger,,,,,,26360.0,R,0.0,66.11,33.89,,,
Alabama,1974.0,District 3,3.0,1972-01-01,,,,63582.0,"Nichols, Bill",Incumbent,,,,,2730.0,63582.0,D,0.0,0.0,100.0,,,
Alabama,1974.0,District 4,4.0,1972-01-01,,,,77925.0,"Bevill, Tom",Incumbent,,,,,193.0,77925.0,D,0.0,0.0,100.0,,,
Alabama,1974.0,District 5,5.0,1972-01-01,,,,56375.0,"Jones, Robert Emmett Jr.",Incumbent,,,,,6.0,56375.0,D,0.0,0.0,100.0,,,
Alabama,1974.0,District 6,6.0,1972-01-01,54505.0,"Buchanan, John H. Jr.",Incumbent,39444.0,"Miglionico, Nina",Challenger,,,,,2288.0,15061.0,R,0.0,58.02,41.98,,,
Alabama,1974.0,District 7,7.0,1972-01-01,,,,73203.0,"Flowers, Walter",Incumbent,,,,,7265.0,73203.0,D,0.0,0.0,100.0,,,
Alabama,1972.0,District 1,1.0,1972-01-01,104606.0,"Edwards, Jack",Incumbent,24357.0,"McCrory, O. W.",Challenger,,,,,7747.0,80249.0,R,0.0,81.11,18.89,,,
Alabama,1972.0,District 2,2.0,1972-01-01,80362.0,"Dickinson, William Louis",Incumbent,60769.0,"Reeves, Ben C.",Challenger,,,,,5377.0,19593.0,R,0.0,56.94,43.06,,,
Alabama,1972.0,District 3,3.0,1972-01-01,27253.0,"Kerr, Robert M.",Challenger,100045.0,"Nichols, Bill",Incumbent,,,,,5085.0,72792.0,D,0.0,21.41,78.59,,,
Alabama,1972.0,District 4,4.0,1972-01-01,46551.0,"Nelson, Ed",Challenger,108039.0,"Bevill, Tom",Incumbent,,,,,711.0,61488.0,D,0.0,30.11,69.89,,,
Alabama,1972.0,District 5,5.0,1972-01-01,33352.0,"Schrader, Dieter J.",Challenger,101303.0,"Jones, Robert Emmett Jr.",Challenger,,,,,1898.0,67951.0,D,0.0,24.77,75.23,,,
Alabama,1972.0,District 6,6.0,1972-01-01,91499.0,"Buchanan, John H. Jr.",Incumbent,54497.0,"Erdaeich, Ben",Challenger,,,,,7137.0,37002.0,R,0.0,62.67,37.33,,,
Alabama,1972.0,District 7,7.0,1972-01-01,,,,95060.0,"Flowers, Walter",Incumbent,,,,,16981.0,95060.0,D,0.0,0.0,100.0,,,
Alabama,1970.0,District 1,1.0,1966-01-01,63457.0,"Edwards, Jack",Incumbent,27457.0,"Tyson, John M.",Challenger,,,,,13798.0,36000.0,R,0.0,69.8,30.2,,,
Alabama,1970.0,District 2,2.0,1966-01-01,62316.0,"Dickinson, William Louis",Incumbent,25966.0,"Winfield, Jack",Challenger,,,,,13281.0,36350.0,R,0.0,70.59,29.41,,,
Alabama,1970.0,District 3,3.0,1966-01-01,,,,70015.0,"Andrews, George W.",Incumbent,,,,,8537.0,70015.0,D,0.0,0.0,100.0,,,
Alabama,1970.0,District 4,4.0,1966-01-01,13217.0,"Andrews, Glenn",Challenger,77701.0,"Nichols, Bill",Incumbent,,,,,1903.0,64484.0,D,0.0,14.54,85.46,,,
Alabama,1970.0,District 5,5.0,1966-01-01,,,,78368.0,"Flowers, Walter",Incumbent,,,,,24863.0,78368.0,D,0.0,0.0,100.0,,,
Alabama,1970.0,District 6,6.0,1966-01-01,50060.0,"Buchanan, John H. Jr.",Incumbent,31378.0,"Schmarkey, John C.",Challenger,,,,,1900.0,18682.0,R,0.0,61.47,38.53,,,
Alabama,1970.0,District 7,7.0,1966-01-01,,,,87797.0,"Bevill, Tom",Incumbent,,,,,,87797.0,D,0.0,0.0,100.0,,,
Alabama,1970.0,District 8,8.0,1966-01-01,,,,76413.0,"Jones, Robert Emmett Jr.",Incumbent,Conservative,7599.0,"Hearn, Ken",Challenger,4846.0,68814.0,D,8.55,0.0,100.0,"The other vote was: Stanley, Thornton (National Democratic Party of Alabama) 4,846",,
Alabama,1968.0,District 1,1.0,1966-01-01,60318.0,"Edwards, Jack",Incumbent,40593.0,"Debrow, Arnold",Challenger,,,,,4703.0,19725.0,R,0.0,59.77,40.23,,,
Alabama,1968.0,District 2,2.0,1966-01-01,60743.0,"Dickinson, William Louis",Challenger,37533.0,"Whaley, Robert F.",Challenger,,,,,11446.0,23210.0,R,0.0,61.81,38.19,,,
Alabama,1968.0,District 3,3.0,1966-01-01,,,,86796.0,"Andrews, George W.",Incumbent,,,,,8794.0,86796.0,D,0.0,0.0,100.0,,,
Alabama,1968.0,District 4,4.0,1966-01-01,12427.0,"Kerr, Robert M.",Challenger,94726.0,"Nichols, Bill",Incumbent,,,,,9252.0,82299.0,D,0.0,11.6,88.4,,,
Alabama,1968.0,District 5,5.0,1966-01-01,14582.0,"Donaldson, Frank",Challenger,69110.0,"Flowers, Walter",Challenger,,,,,39193.0,54528.0,D,0.0,17.42,82.58,,,
Alabama,1968.0,District 6,6.0,1966-01-01,69445.0,"Buchanan, John H. Jr.",Incumbent,34608.0,"Bowers, Quinton R.",Challenger,,,,,12977.0,34837.0,R,0.0,66.74,33.26,,,
Alabama,1968.0,District 7,7.0,1966-01-01,29923.0,"Connell, Jodie",Challenger,106132.0,"Bevill, Tom",Incumbent,,,,,3393.0,76209.0,D,0.0,21.99,78.01,,,
Alabama,1968.0,District 8,8.0,1966-01-01,,,,85528.0,"Jones, Robert Emmett Jr.",Incumbent,Conservative,16900.0,"Hearn, Ken",Challenger,7140.0,68628.0,D,15.42,0.0,100.0,"The other vote was: Burgess, Charlie (National Democratic Party of Alabama) 7,140",,
Alaska,2016.0,At Large,1.0,,155088.0,"Young, Don",Incumbent,111019.0,"Lindbeck, Steve",Challenger,Libertarian,31770.0,"McDermott, Jim C.",Challenger,10321.0,44069.0,R,10.31,58.28,41.72,"The other vote was: Souphanavong, Bernie (No Party Affiliation) 9,093; Write-In (Write-in) 1,228",,
Alaska,2014.0,At Large,1.0,,142572.0,"Young, Don",Incumbent,114602.0,"Dunbar, Forrest",Challenger,Libertarian,21290.0,"McDermott, Jim C.",Challenger,1277.0,27970.0,R,7.61,55.44,44.56,"The other vote was: Write-In (Write-in) 1,277",,
Alaska,2012.0,At Large,1.0,,185296.0,"Young, Don",Incumbent,82927.0,"Cissna, Sharon M.",Challenger,Libertarian,15028.0,"McDermott, Jim C.",Challenger,6553.0,102369.0,R,5.19,69.08,30.92,"The other vote was: Gianoutsos, Ted (Non Affiliated) 5,589; Scattered Write-In (Write-in) 964",,
Alaska,2010.0,At Large,1.0,,175384.0,"Young, Don",Incumbent,77606.0,"Crawford, Harry T.",Challenger,,,,,1345.0,97778.0,R,0.0,69.32,30.68,,,
Alaska,2008.0,At Large,1.0,,158939.0,"Young, Don",Incumbent,142560.0,"Berkowitz, Ethan A.",Challenger,,,,,15479.0,16379.0,R,0.0,52.72,47.28,,,
Alaska,2006.0,At Large,1.0,,132743.0,"Young, Don",Incumbent,93879.0,"Benson, Diane E.",Challenger,,,,,8023.0,38864.0,R,0.0,58.57,41.43,,,
Alaska,2004.0,At Large,1.0,,213216.0,"Young, Don",Incumbent,67074.0,"Higgins, Thomas M.",Challenger,Write-in,19706.0,"Other/Unknown, NULL",Challenger,,146142.0,R,6.57,76.07,23.93,,,
Alaska,2002.0,At Large,1.0,,169685.0,"Young, Don",Incumbent,39357.0,"Greene, Clifford",Challenger,,,,,18683.0,130328.0,R,0.0,81.17,18.83,,,
Alaska,2000.0,At Large,1.0,,190862.0,"Young, Don",Incumbent,45372.0,"Greene, Clifford",Challenger,,,,,38159.0,145490.0,R,0.0,80.79,19.21,,,
Alaska,1998.0,At Large,1.0,,139676.0,"Young, Don",Incumbent,77232.0,"Duncan, Jim",Challenger,,,,,6392.0,62444.0,R,0.0,64.39,35.61,,,
Alaska,1996.0,At Large,1.0,,138834.0,"Young, Don",Incumbent,85114.0,"Lincoln, Georgianna",Challenger,,,,,9752.0,53720.0,R,0.0,61.99,38.01,,,
Alaska,1994.0,At Large,1.0,,118537.0,"Young, Don",Incumbent,68172.0,"Smith, Tony",Challenger,,,,,21531.0,50365.0,R,0.0,63.49,36.51,,,
Alaska,1992.0,At Large,1.0,,111849.0,"Young, Don",Incumbent,102378.0,"Devens, John S.",Challenger,,,,,24889.0,9471.0,R,0.0,52.21,47.79,,,
Alaska,1990.0,At Large,1.0,,99003.0,"Young, Don",Incumbent,91677.0,"Devens, John S.",Challenger,,,,,967.0,7326.0,R,0.0,51.92,48.08,,,
Alaska,1988.0,At Large,1.0,,120595.0,"Young, Don",Incumbent,71881.0,"Gruenstein, Peter",Challenger,,,,,479.0,48714.0,R,0.0,62.65,37.35,,,
Alaska,1986.0,At Large,1.0,,101799.0,"Young, Don",Incumbent,74053.0,"Begich, Pegge",Challenger,,,,,4425.0,27746.0,R,0.0,57.89,42.11,,,
Alaska,1984.0,At Large,1.0,,113582.0,"Young, Don",Incumbent,86052.0,"Begich, Pegge",Challenger,,,,,6803.0,27530.0,R,0.0,56.9,43.1,,,
Alaska,1982.0,At Large,1.0,,128274.0,"Young, Don",Incumbent,52011.0,"Carlson, Dave",Challenger,,,,,799.0,76263.0,R,0.0,71.15,28.85,,,
Alaska,1980.0,At Large,1.0,,114089.0,"Young, Don",Incumbent,39922.0,"Parnell, Kevin",Challenger,,,,,607.0,74167.0,R,0.0,74.08,25.92,,,
Alaska,1978.0,At Large,1.0,,68811.0,"Young, Don",Incumbent,55176.0,"Rodey, Patrick",Challenger,,,,,200.0,13635.0,R,0.0,55.5,44.5,,,
Alaska,1976.0,At Large,1.0,,83722.0,"Young, Don",Incumbent,34194.0,"Hopson, Eben",Challenger,,,,,292.0,49528.0,R,0.0,71.0,29.0,,,
Alaska,1974.0,At Large,1.0,,51641.0,"Young, Don",Incumbent,44280.0,"Hensley, William L.",Challenger,,,,,,7361.0,R,0.0,53.84,46.16,,,
Alaska,1972.0,At Large,1.0,,41750.0,"Young, Don",Challenger,53651.0,"Begich, Nicholas J.",Incumbent,,,,,,11901.0,D,0.0,43.76,56.24,,,
Alaska,1970.0,At Large,1.0,,35947.0,"Murkowski, Frank H.",Challenger,44137.0,"Begich, Nicholas J.",Challenger,,,,,,8190.0,D,0.0,44.89,55.11,,,
Alaska,1968.0,At Large,1.0,,43577.0,"Pollock, Howard W.",Incumbent,36785.0,"Begich, Nicholas J.",Challenger,,,,,,6792.0,R,0.0,54.23,45.77,,,
Arizona,2016.0,District 1,1.0,2012-01-01,121745.0,"Babeu, Paul",Challenger,142219.0,"O'Halleran, Tom",Challenger,Green,16746.0,"Parrish, Ray",Challenger,,20474.0,D,5.97,46.12,53.88,,,
Arizona,2016.0,District 2,2.0,2012-01-01,179806.0,"McSally, Martha",Incumbent,135873.0,"Heinz, Matt",Challenger,,,,,,43933.0,R,0.0,56.96,43.04,,,
Arizona,2016.0,District 3,3.0,2012-01-01,,,,148973.0,"Grijalva, Raúl M.",Incumbent,Write-in,1303.0,"Abatecola, Bill",Challenger,759.0,147670.0,D,0.86,0.0,100.0,"The other vote was: Vasquez, Jaime (Write-in) 332; Martin, Harvey (Write-in) 283; Sanchez, F. (Write-in) 144",,
Arizona,2016.0,District 4,4.0,2012-01-01,203487.0,"Gosar, Paul",Incumbent,81296.0,"Weisser, Mikel",Challenger,,,,,,122191.0,R,0.0,71.45,28.55,,,
Arizona,2016.0,District 5,5.0,2012-01-01,205184.0,"Biggs, Andy",Challenger,114940.0,"Fuentes, Talia",Challenger,,,,,,90244.0,R,0.0,64.1,35.9,,,
Arizona,2016.0,District 6,6.0,2012-01-01,201578.0,"Schweikert, David",Incumbent,122866.0,"Williamson, W. John",Challenger,,,,,,78712.0,R,0.0,62.13,37.87,,,
Arizona,2016.0,District 7,7.0,2012-01-01,39286.0,"Nunez, Eve",Challenger,119465.0,"Gallego, Ruben",Incumbent,Write-in,60.0,"Westbrooks, Neil B.",Challenger,,80179.0,D,0.04,24.75,75.25,,,
Arizona,2016.0,District 8,8.0,2012-01-01,204942.0,"Franks, Trent",Incumbent,,,,Green,93954.0,"Salazar, Mark",Challenger,75.0,110988.0,R,31.43,100.0,0.0,"The other vote was: Keener, Hayden III (Write-in) 75",,
Arizona,2016.0,District 9,9.0,2012-01-01,108350.0,"Giles, Dave",Challenger,169055.0,"Sinema, Kyrsten",Incumbent,Write-in,56.0,"Dolego, Cary",Challenger,46.0,60705.0,D,0.02,39.06,60.94,"The other vote was: Bello, Axel (Write-in) 46",,
Arizona,2014.0,District 1,1.0,2012-01-01,87723.0,"Tobin, Andy",Challenger,97391.0,"Kirkpatrick, Ann",Incumbent,,,,,,9668.0,D,0.0,47.39,52.61,,,
Arizona,2014.0,District 2,2.0,2012-01-01,109704.0,"McSally, Martha",Challenger,109543.0,"Barber, Ron",Incumbent,Write-in,56.0,"Ramirez, Sampson U.",Challenger,48.0,161.0,R,0.03,50.04,49.96,"The other vote was: Dudikoff, Sydney (Write-in) 48",,
Arizona,2014.0,District 3,3.0,2012-01-01,46185.0,"Saucedo Mercer, Gabriella",Challenger,58192.0,"Grijalva, Raúl M.",Incumbent,Write-in,43.0,"Sanchez, F.",Challenger,8.0,12007.0,D,0.04,44.25,55.75,"The other vote was: Thomspon, Lee (Write-in) 8",,
Arizona,2014.0,District 4,4.0,2012-01-01,122560.0,"Gosar, Paul",Incumbent,45179.0,"Weisser, Mikel",Challenger,Libertarian,7440.0,"Rike, Chris",Challenger,,77381.0,R,4.25,73.07,26.93,,,
Arizona,2014.0,District 5,5.0,2012-01-01,124867.0,"Salmon, Matt",Incumbent,54596.0,"Woods, James Issac",Challenger,,,,,,70271.0,R,0.0,69.58,30.42,,,
Arizona,2014.0,District 6,6.0,2012-01-01,129578.0,"Schweikert, David",Incumbent,70198.0,"Williamson, W. John",Challenger,,,,,,59380.0,R,0.0,64.86,35.14,,,
Arizona,2014.0,District 7,7.0,2012-01-01,,,,54235.0,"Gallego, Ruben",Challenger,Libertarian,10715.0,"Cobb, Joe",Challenger,7502.0,43520.0,D,14.79,0.0,100.0,"The other vote was: DeWitt, Rebecca (Americans Elect) 3,856; Penalosa, Jose (Independent) 3,496; Dunn, Gary (Write-in) 129; Ortega, Gustavo (Write-in) 17; Esquivel, Samuel (Write-in) 4",,
Arizona,2014.0,District 8,8.0,2012-01-01,128710.0,"Franks, Trent",Incumbent,,,,Americans Elect,41066.0,"Dolgos, Stephen",Challenger,,87644.0,R,24.19,100.0,0.0,,,
Arizona,2014.0,District 9,9.0,2012-01-01,67841.0,"Rogers, Wendy",Challenger,88609.0,"Sinema, Kyrsten",Incumbent,Libertarian,5612.0,"Gammill, Powell E.",Challenger,,20768.0,D,3.46,43.36,56.64,,,
Arizona,2012.0,District 1,1.0,2012-01-01,113594.0,"Paton, Jonathan",Challenger,122774.0,"Kirkpatrick, Ann",Challenger,Libertarian,15227.0,"Allen, Kim",Challenger,,9180.0,D,6.05,48.06,51.94,,,
Arizona,2012.0,District 2,2.0,2012-01-01,144884.0,"McSally, Martha",Challenger,147338.0,"Barber, Ron",Incumbent,Write-in,57.0,"Prowell, Anthony",Challenger,,2454.0,D,0.02,49.58,50.42,,,
Arizona,2012.0,District 3,3.0,2012-01-01,62663.0,"Saucedo Mercer, Gabriella",Challenger,98468.0,"Grijalva, Raúl M.",Incumbent,Libertarian,7567.0,"Guerra, Blanca",Challenger,,35805.0,D,4.49,38.89,61.11,,,
Arizona,2012.0,District 4,4.0,2012-01-01,162907.0,"Gosar, Paul",Incumbent,69154.0,"Robinson, Johnnie",Challenger,Libertarian,9306.0,"Pamelia, Joe",Challenger,2393.0,93753.0,R,3.82,70.2,29.8,"The other vote was: Grayson, Richard (Americans Elect) 2,393",,
Arizona,2012.0,District 5,5.0,2012-01-01,183470.0,"Salmon, Matt",Challenger,89589.0,"Morgan, Spencer",Challenger,,,,,,93881.0,R,0.0,67.19,32.81,,,
Arizona,2012.0,District 6,6.0,2012-01-01,179706.0,"Schweikert, David",Incumbent,97666.0,"Jette, Matthew",Challenger,Libertarian,10167.0,"Anderson, Jack",Challenger,5638.0,82040.0,R,3.47,64.79,35.21,"The other vote was: Salazar, Mark (Green) 5,637; Ketover, James (Write-in) 1",,
Arizona,2012.0,District 7,7.0,2012-01-01,,,,104489.0,"Pastor, Ed",Incumbent,Libertarian,23338.0,"Cobb, Joe",Challenger,,81151.0,D,18.26,0.0,100.0,,,
Arizona,2012.0,District 8,8.0,2012-01-01,172809.0,"Franks, Trent",Incumbent,95635.0,"Scharer, Gene",Challenger,Americans Elect,4347.0,"Dolgos, Stephen",Challenger,,77174.0,R,1.59,64.37,35.63,,,
Arizona,2012.0,District 9,9.0,2012-01-01,111630.0,"Parker, Vernon B.",Challenger,121881.0,"Sinema, Kyrsten",Challenger,Libertarian,16620.0,"Gammill, Powell E.",Challenger,,10251.0,D,6.64,47.81,52.19,,,
Arizona,2010.0,District 1,1.0,2002-01-01,112816.0,"Gosar, Paul",Challenger,99233.0,"Kirkpatrick, Ann",Incumbent,,,,,14869.0,13583.0,R,0.0,53.2,46.8,,,
Arizona,2010.0,District 2,2.0,2002-01-01,173173.0,"Franks, Trent",Incumbent,82891.0,"Thrasher, John",Challenger,,,,,10830.0,90282.0,R,0.0,67.63,32.37,,,
Arizona,2010.0,District 3,3.0,2002-01-01,108689.0,"Quayle, Ben",Challenger,85610.0,"Hulburd, Jon",Challenger,,,,,13772.0,23079.0,R,0.0,55.94,44.06,,,
Arizona,2010.0,District 4,4.0,2002-01-01,25300.0,"Contreras, Janet",Challenger,61524.0,"Pastor, Ed",Incumbent,,,,,5083.0,36224.0,D,0.0,29.14,70.86,,,
Arizona,2010.0,District 5,5.0,2002-01-01,110374.0,"Schweikert, David",Challenger,91749.0,"Mitchell, Harry",Incumbent,,,,,10127.0,18625.0,R,0.0,54.61,45.39,,,
Arizona,2010.0,District 6,6.0,2002-01-01,165649.0,"Flake, Jeff",Incumbent,72615.0,"Schneider, Rebecca",Challenger,,,,,11119.0,93034.0,R,0.0,69.52,30.48,,,
Arizona,2010.0,District 7,7.0,2002-01-01,70385.0,"McClung, Ruth",Challenger,79935.0,"Grijalva, Raúl M.",Incumbent,,,,,8824.0,9550.0,D,0.0,46.82,53.18,,,
Arizona,2010.0,District 8,8.0,2002-01-01,134124.0,"Kelly, Jesse",Challenger,138280.0,"Giffords, Gabrielle",Incumbent,,,,,11174.0,4156.0,D,0.0,49.24,50.76,,,
Arizona,2008.0,District 1,1.0,2002-01-01,109924.0,"Hay, Sydney Ann",Challenger,155791.0,"Kirkpatrick, Ann",Challenger,,,,,13072.0,45867.0,D,0.0,41.37,58.63,,,
Arizona,2008.0,District 2,2.0,2002-01-01,200914.0,"Franks, Trent",Incumbent,125611.0,"Thrasher, John",Challenger,,,,,11498.0,75303.0,R,0.0,61.53,38.47,,,
Arizona,2008.0,District 3,3.0,2002-01-01,148800.0,"Shadegg, John",Incumbent,115759.0,"Lord, Bob",Challenger,,,,,10602.0,33041.0,R,0.0,56.24,43.76,,,
Arizona,2008.0,District 4,4.0,2002-01-01,26435.0,"Karg, Don",Challenger,89721.0,"Pastor, Ed",Incumbent,,,,,8271.0,63286.0,D,0.0,22.76,77.24,,,
Arizona,2008.0,District 5,5.0,2002-01-01,122165.0,"Schweikert, David",Challenger,149033.0,"Mitchell, Harry",Incumbent,,,,,9167.0,26868.0,D,0.0,45.05,54.95,,,
Arizona,2008.0,District 6,6.0,2002-01-01,208582.0,"Flake, Jeff",Incumbent,115457.0,"Schneider, Rebecca",Challenger,,,,,10137.0,93125.0,R,0.0,64.37,35.63,,,
Arizona,2008.0,District 7,7.0,2002-01-01,64425.0,"Sweeney, Joseph D.",Challenger,124304.0,"Grijalva, Raúl M.",Incumbent,,,,,7760.0,59879.0,D,0.0,34.14,65.86,,,
Arizona,2008.0,District 8,8.0,2002-01-01,140553.0,"Bee, Tim",Challenger,179629.0,"Giffords, Gabrielle",Incumbent,,,,,8084.0,39076.0,D,0.0,43.9,56.1,,,
Arizona,2006.0,District 1,1.0,2002-01-01,105646.0,"Renzi, Richard",Incumbent,88691.0,"Simon, Ellen",Challenger,,,,,9802.0,16955.0,R,0.0,54.36,45.64,,,
Arizona,2006.0,District 2,2.0,2002-01-01,135150.0,"Franks, Trent",Incumbent,89671.0,"Thrasher, John",Challenger,,,,,5739.0,45479.0,R,0.0,60.11,39.89,,,
Arizona,2006.0,District 3,3.0,2002-01-01,112519.0,"Shadegg, John",Incumbent,72586.0,"Paine, Herb",Challenger,,,,,4744.0,39933.0,R,0.0,60.79,39.21,,,
Arizona,2006.0,District 4,4.0,2002-01-01,18627.0,"Karg, Don",Challenger,56464.0,"Pastor, Ed",Incumbent,,,,,2770.0,37837.0,D,0.0,24.81,75.19,,,
Arizona,2006.0,District 5,5.0,2002-01-01,93815.0,"Hayworth, J.D.",Incumbent,101838.0,"Mitchell, Harry",Challenger,,,,,6357.0,8023.0,D,0.0,47.95,52.05,,,
Arizona,2006.0,District 6,6.0,2002-01-01,152201.0,"Flake, Jeff",Incumbent,,,,,,,,51285.0,152201.0,R,0.0,100.0,0.0,,,
Arizona,2006.0,District 7,7.0,2002-01-01,46498.0,"Drake, Ron",Challenger,80354.0,"Grijalva, Raúl M.",Incumbent,,,,,4673.0,33856.0,D,0.0,36.66,63.34,,,
Arizona,2006.0,District 8,8.0,2002-01-01,106790.0,"Graf, Randy",Challenger,137655.0,"Giffords, Gabrielle",Challenger,,,,,9275.0,30865.0,D,0.0,43.69,56.31,,,
Arizona,2004.0,District 1,1.0,2002-01-01,148315.0,"Renzi, Richard",Incumbent,91776.0,"Babbitt, Paul",Challenger,Libertarian,13260.0,"Crockett, John B.",Challenger,,56539.0,R,5.23,61.77,38.23,,,
Arizona,2004.0,District 2,2.0,2002-01-01,165260.0,"Franks, Trent",Incumbent,107406.0,"Camacho, Randy",Challenger,Libertarian,6625.0,"Gammill, Powell E.",Challenger,12.0,57854.0,R,2.37,60.61,39.39,"The other vote was: Crum, William S. (Write-in) 12",,
Arizona,2004.0,District 3,3.0,2002-01-01,181012.0,"Shadegg, John",Incumbent,,,,Libertarian,44962.0,"Yannone, Mark J.",Challenger,,136050.0,R,19.9,100.0,0.0,,,
Arizona,2004.0,District 4,4.0,2002-01-01,28238.0,"Karg, Don",Challenger,77150.0,"Pastor, Ed",Incumbent,Libertarian,4639.0,"Fallon, Gary",Challenger,,48912.0,D,4.22,26.79,73.21,,,
Arizona,2004.0,District 5,5.0,2002-01-01,159455.0,"Hayworth, J.D.",Incumbent,102363.0,"Rogers, Elizabeth M.",Challenger,Libertarian,6189.0,"Kielsky, Michael",Challenger,,57092.0,R,2.31,60.9,39.1,,,
Arizona,2004.0,District 6,6.0,2002-01-01,202882.0,"Flake, Jeff",Incumbent,,,,Libertarian,52695.0,"Stritar, Craig B.",Challenger,,150187.0,R,20.62,100.0,0.0,,,
Arizona,2004.0,District 7,7.0,2002-01-01,59066.0,"Sweeney, Joseph D.",Challenger,108868.0,"Grijalva, Raúl M.",Incumbent,Libertarian,7503.0,"Kaplan, Dave",Challenger,,49802.0,D,4.28,35.17,64.83,,,
Arizona,2004.0,District 8,8.0,2002-01-01,183363.0,"Kolbe, Jim",Incumbent,109963.0,"Bacal, Eva K.",Challenger,Libertarian,10443.0,"Anderson, Robert M.",Challenger,,73400.0,R,3.44,62.51,37.49,,,
Arizona,2002.0,District 1,1.0,2002-01-01,85967.0,"Renzi, Richard",Challenger,79730.0,"Cordova, George",Challenger,,,,,8990.0,6237.0,R,0.0,51.88,48.12,,,
Arizona,2002.0,District 2,2.0,2002-01-01,100359.0,"Franks, Trent",Challenger,61217.0,"Camacho, Randy",Challenger,,,,,5926.0,39142.0,R,0.0,62.11,37.89,,,
Arizona,2002.0,District 3,3.0,2002-01-01,104847.0,"Shadegg, John",Incumbent,47173.0,"Hill, Charles",Challenger,,,,,3731.0,57674.0,R,0.0,68.97,31.03,,,
Arizona,2002.0,District 4,4.0,2002-01-01,18381.0,"Barnert, Jonathan",Challenger,44517.0,"Pastor, Ed",Incumbent,,,,,3167.0,26136.0,D,0.0,29.22,70.78,,,
Arizona,2002.0,District 5,5.0,2002-01-01,103870.0,"Hayworth, J.D.",Incumbent,61559.0,"Columbus, Craig",Challenger,,,,,4383.0,42311.0,R,0.0,62.79,37.21,,,
Arizona,2002.0,District 6,6.0,2002-01-01,103094.0,"Flake, Jeff",Incumbent,49355.0,"Thomas, Deborah",Challenger,,,,,3888.0,53739.0,R,0.0,67.63,32.37,,,
Arizona,2002.0,District 7,7.0,2002-01-01,38474.0,"Hieb, Ross",Challenger,61256.0,"Grijalva, Raúl M.",Challenger,,,,,4088.0,22782.0,D,0.0,38.58,61.42,,,
Arizona,2002.0,District 8,8.0,2002-01-01,126930.0,"Kolbe, Jim",Incumbent,67328.0,"Ryan, Mary Judge",Challenger,,,,,6170.0,59602.0,R,0.0,65.34,34.66,,,
Arizona,2000.0,District 1,1.0,1992-01-01,123289.0,"Flake, Jeff",Challenger,97455.0,"Mendoza, David",Challenger,,,,,9227.0,25834.0,R,0.0,55.85,44.15,,,
Arizona,2000.0,District 2,2.0,1992-01-01,32990.0,"Barenholtz, Bill",Challenger,84034.0,"Pastor, Ed",Incumbent,,,,,5581.0,51044.0,D,0.0,28.19,71.81,,,
Arizona,2000.0,District 3,3.0,1992-01-01,198367.0,"Stump, Robert Lee",Incumbent,94676.0,"Scharer, Gene",Challenger,,,,,8927.0,103691.0,R,0.0,67.69,32.31,,,
Arizona,2000.0,District 4,4.0,1992-01-01,140396.0,"Shadegg, John",Incumbent,71803.0,"Jankowski, Ben",Challenger,Libertarian,7298.0,"Hancock, NULL",Challenger,,68593.0,R,3.32,66.16,33.84,,,
Arizona,2000.0,District 5,5.0,1992-01-01,172986.0,"Kolbe, Jim",Incumbent,101564.0,"Cunningham, George",Challenger,,,,,13059.0,71422.0,R,0.0,63.01,36.99,,,
Arizona,2000.0,District 6,6.0,1992-01-01,186687.0,"Hayworth, J.D.",Incumbent,108317.0,"Nelson, Larry",Challenger,,,,,9000.0,78370.0,R,0.0,63.28,36.72,,,
Arizona,1998.0,District 1,1.0,1992-01-01,98840.0,"Salmon, Matt",Incumbent,54108.0,"Mendoza, David",Challenger,,,,,,44732.0,R,0.0,64.62,35.38,,,
Arizona,1998.0,District 2,2.0,1992-01-01,23628.0,"Barron, Ed",Challenger,57178.0,"Pastor, Ed",Incumbent,,,,,3557.0,33550.0,D,0.0,29.24,70.76,,,
