,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,percent_bachelor_or_above
401,"LIBERATORE, PHILIP LAURENCE",CA,42.0,REP,2010,38.7
402,"MILLER, GARY G. G",CA,42.0,REP,2010,38.7
403,"MCGROARTY, LEE",CA,42.0,REP,2010,38.7
404,"FOLKENS, SCOTT LLOYD",CA,43.0,REP,2010,11.5
405,"BACA, JOE",CA,43.0,DEM,2010,11.5
406,"CALVERT, KEN",CA,44.0,REP,2010,25.8
407,"RIGGS, CHRISTOPHER SCOTT",CA,44.0,REP,2010,25.8
408,"HEDRICK, WILLIAM EUGENE",CA,44.0,DEM,2010,25.8
409,"LUSSENHEIDE, BILL",CA,45.0,AIP,2010,21.1
410,"THIBODEAU, CLAYTON DEL",CA,45.0,REP,2010,21.1
411,"BONO MACK, MARY",CA,45.0,REP,2010,21.1
412,"POUGNET, STEPHEN P",CA,45.0,DEM,2010,21.1
413,"SHAH, JAYENDRA ARVINDLAL DR",CA,46.0,DEM,2010,40.5
414,"ROHRABACHER, DANA",CA,46.0,REP,2010,40.5
415,"LURIE, BARAK",CA,46.0,REP,2010,40.5
416,"ARNOLD, KENNETH",CA,46.0,DEM,2010,40.5
417,"IGLESIAS, CECILIA PATRICIA",CA,47.0,IND,2010,13.5
418,"SANCHEZ, LORETTA",CA,47.0,DEM,2010,13.5
419,"PHAM, QUANG X",CA,47.0,REP,2010,13.5
420,"SCHANK, GARY 'JET'",CA,47.0,IND,2010,13.5
421,"SMITH, KATHERINE H",CA,47.0,REP,2010,13.5
422,"NGUYEN, TAN D",CA,47.0,REP,2010,13.5
423,"TRAN, VAN",CA,47.0,REP,2010,13.5
424,"CAMPBELL, JOHN BT III",CA,48.0,REP,2010,52.6
425,"KROM, BETH",CA,48.0,DEM,2010,52.6
426,"BINKLEY, MIKE",CA,48.0,LIB,2010,52.6
427,"CLARK, DION",CA,49.0,AIP,2010,23.1
428,"PASTER, MIKE",CA,49.0,LIB,2010,23.1
429,"KATZ, HOWARD LOUIS",CA,49.0,DEM,2010,23.1
430,"ISSA, DARRELL",CA,49.0,REP,2010,23.1
431,"BUSBY, FRANCINE P",CA,50.0,DEM,2010,45.4
432,"ROBERTS, DAVID W",CA,50.0,DEM,2010,45.4
433,"EMBLEM, TRACY",CA,50.0,DEM,2010,45.4
434,"GROSSMITH, LARS",CA,50.0,LIB,2010,45.4
435,"CLARK, MIRIAM E.",CA,50.0,PAF,2010,45.4
436,"BILBRAY, BRIAN P",CA,50.0,REP,2010,45.4
437,"MCLEROY, WILLIAM DAVID",CA,51.0,REP,2010,18.2
438,"FILNER, BOB",CA,51.0,DEM,2010,18.2
439,"POPADITCH, NICHOLAS ALLEN",CA,51.0,REP,2010,18.2
440,"SHAPIRO, MARCUS JAY",CA,51.0,W,2010,18.2
441,"LINNELL, TERRI RUTH",CA,52.0,REP,2010,32.3
442,"LUTZ, RAYMOND CLARK",CA,52.0,DEM,2010,32.3
443,"BENOIT, MICHAEL",CA,52.0,LIB,2010,32.3
444,"FRANKOWIAK, CONNIE",CA,52.0,DEM,2010,32.3
445,"HUNTER, DUNCAN D.",CA,52.0,REP,2010,32.3
446,"MERRIMAN, CHARLES MILLER II",CA,53.0,REP,2010,39.1
447,"WEAVER, CLARENCE MASON",CA,53.0,REP,2010,39.1
448,"ARRINGTON, RANDALL STEVEN PHD",CA,53.0,REP,2010,39.1
449,"DEKKER, PAUL",CA,53.0,LIB,2010,39.1
450,"FINK, MARI HAMLIN",CA,53.0,REP,2010,39.1
451,"FRIEDMAN, MATT",CA,53.0,REP,2010,39.1
452,"DAVIS, SUSAN A",CA,53.0,DEM,2010,39.1
453,"CRIMMINS, MICHAEL PETER",CA,53.0,REP,2010,39.1
454,"COTTON, STANLEY S",CA,,DEM,2010,
455,"STANDLEY, KELLY D",CO,1.0,REP,2010,39.7
456,"DEGETTE, DIANA L.",CO,1.0,DEM,2010,39.7
457,"SCHITTER, JEFFREY",CO,1.0,LIB,2010,39.7
458,"SWING, GARY",CO,1.0,GRE,2010,39.7
459,"BARTON, STEVEN DR",CO,1.0,REP,2010,39.7
460,"STYSKAL, CHRISTOPHER THOMAS",CO,1.0,CST,2010,39.7
461,"FALLON, MICHAEL PETER",CO,1.0,REP,2010,39.7
462,"JONES, CLINTON DOUGLAS",CO,1.0,LIB,2010,39.7
463,"HAMMONS, WILLIAM ROBERT",CO,2.0,OTH,2010,41.7
464,"GOSS, JENNA",CO,2.0,OTH,2010,41.7
465,"POLKE, KENNETH JEFFREY DR",CO,2.0,REP,2010,41.7
466,"RAIBOURN, HENRY",CO,2.0,DEM,2010,41.7
467,"POLIS, JARED",CO,2.0,DEM,2010,41.7
468,"BRANCATO, BOB",CO,2.0,REP,2010,41.7
469,"HARRIS, CURTIS LEE",CO,2.0,LIB,2010,41.7
470,"BAILEY, STEPHEN",CO,2.0,REP,2010,41.7
471,"FRITZ, JIM",CO,3.0,UNK,2010,26.7
472,"THOMPSON, DOUGLAS BOMAR",CO,3.0,REP,2010,26.7
473,"BEESON, MARTIN C",CO,3.0,REP,2010,26.7
474,"GILMAN, GREGORY",CO,3.0,LIB,2010,26.7
475,"HARGIS, JOHN W., SR",CO,3.0,UNK,2010,26.7
476,"MCCONNELL, ROBERT M",CO,3.0,REP,2010,26.7
477,"SEGREST, JAKE",CO,3.0,IND,2010,26.7
478,"SALAZAR, JOHN TONY MR.",CO,3.0,DEM,2010,26.7
479,"TIPTON, SCOTT R. MR.",CO,3.0,REP,2010,26.7
480,"NELSON, MICHAEL",CO,4.0,OTH,2010,32.0
481,"ADEN, DOUG",CO,4.0,OTH,2010,32.0
482,"MADERE, DEAN MATTHEW",CO,4.0,REP,2010,32.0
483,"MARKEY, BETSY",CO,4.0,DEM,2010,32.0
484,"BOWMAN, JASSEN",CO,4.0,LIB,2010,32.0
485,"WASZKIEWICZ, KEN 'WASKO'",CO,4.0,UNK,2010,32.0
486,"FAHLANEIGH, ROCHE",CO,4.0,UNK,2010,32.0
487,"BROWN, DIGGS",CO,4.0,REP,2010,32.0
488,"LUCERO, THOMAS JOSEPH",CO,4.0,REP,2010,32.0
489,"GARDNER, CORY SCOTT REP.",CO,4.0,REP,2010,32.0
490,"SCOTT, BRIAN 'CONSTITUTION'",CO,5.0,OTH,2010,33.1
491,"LAMBORN, DOUGLAS",CO,5.0,REP,2010,33.1
492,"KLAVER, JERELL",CO,5.0,LIB,2010,33.1
493,"BRADLEY, KEVIN",CO,5.0,DEM,2010,33.1
494,"KEARNS, MICHAEL SHAWN",CO,6.0,UNK,2010,48.8
495,"MCNEALY, ROBERT LEE",CO,6.0,LIB,2010,48.8
496,"FLERLAGE, JOHN",CO,6.0,DEM,2010,48.8
497,"CANTER, DAVID",CO,6.0,DEM,2010,48.8
498,"COFFMAN, MIKE",CO,6.0,REP,2010,48.8
499,"SIAS, LANGHORNE C",CO,7.0,REP,2010,27.5
500,"SHEELY, MICHEL L",CO,7.0,REP,2010,27.5
501,"CAMPBELL, BRIAN T SR",CO,7.0,REP,2010,27.5
502,"LAKEY, JIMMY",CO,7.0,REP,2010,27.5
503,"PERLMUTTER, EDWIN G",CO,7.0,DEM,2010,27.5
504,"MOORE, BUDDY",CO,7.0,UNK,2010,27.5
505,"BAILEY, BUCK",CO,7.0,LIB,2010,27.5
506,"DEMING, MICHAEL",CO,7.0,REP,2010,27.5
507,"FRAZIER, RYAN L",CO,7.0,REP,2010,27.5
508,"HUTCHINSON, CHRISTOPHER J",CT,1.0,OTH,2010,32.1
509,"KRAYESKE, KENNETH JAMES",CT,1.0,GRE,2010,32.1
510,"STEPANEK, DANIEL J",CT,1.0,W,2010,32.1
511,"LARSON, JOHN B",CT,1.0,DEM,2010,32.1
512,"VISCONTI, JOSEPH B",CT,1.0,REP,2010,32.1
513,"ZYDANOWICZ, MARK",CT,1.0,REP,2010,32.1
514,"BRICKLEY, ANN",CT,1.0,REP,2010,32.1
515,"BIANCHI, MURIEL P.",CT,2.0,W,2010,32.6
516,"DUBITSKY, DOUG",CT,2.0,REP,2010,32.6
517,"PECKINPAUGH, JANET",CT,2.0,REP,2010,32.6
518,"MULLEN, WESLEY MARTIN",CT,2.0,REP,2010,32.6
519,"COURTNEY, JOSEPH D",CT,2.0,DEM,2010,32.6
520,"DALY, MATTHEW MOULTON",CT,2.0,REP,2010,32.6
521,"REALE, DANIEL J",CT,2.0,W,2010,32.6
522,"DESHEFY, GREGORY SCOTT",CT,2.0,GRE,2010,32.6
523,"NOVAK, DARIA IRENE",CT,2.0,REP,2010,32.6
524,"PILLSBURY, CHARLES A",CT,3.0,GRE,2010,32.1
525,"DELAURO, ROSA L",CT,3.0,DEM,2010,32.1
526,"CHENEY, JEFFREY M",CT,3.0,REP,2010,32.1
527,"LABRIOLA, JERRY JR.",CT,3.0,REP,2010,32.1
528,"ROGERS, MARGARET H",CT,3.0,REP,2010,32.1
529,"JOSEFF, MATTHEW JASON",CT,3.0,IND,2010,32.1
530,"FLANAGAN, EUGENE",CT,4.0,W,2010,45.9
531,"TORRES, ENRIQUE RAUL",CT,4.0,REP,2010,45.9
532,"RUSSO, ROBERT",CT,4.0,REP,2010,45.9
533,"DEBICELLA, DAN",CT,4.0,REP,2010,45.9
534,"HERRMANN, THOMAS A",CT,4.0,REP,2010,45.9
535,"GREGORY, WILL",CT,4.0,REP,2010,45.9
536,"HIMES, JIM",CT,4.0,DEM,2010,45.9
537,"MERKLE, ROBERT",CT,4.0,REP,2010,45.9
538,"GREENBERG, MARK DANIEL",CT,5.0,REP,2010,33.6
539,"SMITH, ELMON",CT,5.0,W,2010,33.6
540,"EVANS, WILLIAM J JR",CT,5.0,REP,2010,33.6
541,"WESTBY, KIE",CT,5.0,REP,2010,33.6
542,"CARTER, DANIEL E",CT,5.0,REP,2010,33.6
543,"MURPHY, CHRISTOPHER",CT,5.0,DEM,2010,33.6
544,"PISTONE, JOHN",CT,5.0,W,2010,33.6
545,"CALIGIURI, SAM",CT,5.0,REP,2010,33.6
546,"BERNIER, JUSTIN",CT,5.0,REP,2010,33.6
547,"WALLACE, ALLEN",DC,0.0,DEM,2010,
548,"ALSTON, DONNA JEAN",DC,0.0,DEM,2010,
549,"STRACUZZI, NATALE N.",DC,0.0,GRE,2010,
550,"TINGLING-CLEMMONS, RICK",DC,0.0,GRE,2010,
551,"LEE, MICHAEL AGUSTUS (MATTHEW) DR ESQ",DC,0.0,IND,2010,
552,"MALONE, JOAN F M",DC,0.0,REP,2010,
553,"NOBLE, QUEEN",DC,0.0,OTH,2010,
554,"SLOAN, DOUGLASS",DC,0.0,DEM,2010,
555,"SMITH, MARJORIE (MISSY) REILLY",DC,0.0,REP,2010,
556,"NORTON, ELEANOR HOLMES",DC,0.0,DEM,2010,
557,"URQUHART, GLEN",DE,0.0,REP,2010,27.7
558,"CULLIS, FREDERICK R",DE,0.0,REP,2010,27.7
559,"CHERRICKS, LIZA DAWN",DE,0.0,IND,2010,27.7
560,"CAMPBELL, DOUGLAS ALLEN JR",DE,0.0,CON,2010,27.7
561,"CARNEY, JOHN CHARLES JR",DE,0.0,DEM,2010,27.7
562,"BROWN, JEFFREY",DE,0.0,OTH,2010,27.7
563,"SPENCER, SCOTT RICHARD",DE,0.0,DEM,2010,27.7
564,"WADE, KEVIN LYNN",DE,0.0,REP,2010,27.7
565,"LOFLAND, EARL R",DE,0.0,OTH,2010,27.7
566,"WANGEN, BRENT",DE,0.0,LIB,2010,27.7
567,"IZZO, ROSE",DE,0.0,REP,2010,27.7
568,"ROLLINS, MICHELE M",DE,0.0,REP,2010,27.7
569,"BRYAN, JAMES EDWARD",FL,1.0,DEM,2010,22.7
570,"KELLEY, HENRY ARTHUR JR",FL,1.0,UNK,2010,22.7
571,"MILLER, JEFFERSON B",FL,1.0,REP,2010,22.7
572,"KRAUSE, JOHN E",FL,1.0,REP,2010,22.7
573,"CANTRELL, JOSEPH HENRY JR",FL,1.0,IND,2010,22.7
574,"NETHERWOOD, RAYMOND HEATH",FL,2.0,IND,2010,25.3
575,"SCHOLL, DAVID EUGENE",FL,2.0,REP,2010,25.3
576,"DORN, JOSEPH C",FL,2.0,REP,2010,25.3
577,"HENDRY, EDDIE",FL,2.0,REP,2010,25.3
578,"OLSCHNER, BARBARA F",FL,2.0,REP,2010,25.3
579,"MEECE, CARL EDWARD JR",FL,2.0,REP,2010,25.3
580,"MCKAIN, PAUL CRANDALL",FL,2.0,OTH,2010,25.3
581,"MCNEIL, RON",FL,2.0,REP,2010,25.3
582,"BOYD, F. ALLEN JR.",FL,2.0,DEM,2010,25.3
583,"ORTIZ, ROBERT EDWARD",FL,2.0,REP,2010,25.3
584,"RANSON, CHARLES",FL,2.0,REP,2010,25.3
585,"LAWSON, ALFRED 'AL' JR.",FL,2.0,DEM,2010,25.3
586,"SOUTHERLAND, WILLIAM STEVE II",FL,2.0,REP,2010,25.3
587,"BERRYHILL, DIANNE JORDEN",FL,2.0,NPA,2010,25.3
588,"YOST, MICHAEL F ''MIKE''",FL,3.0,REP,2010,14.9
589,"PENOSO, ANTHONY PAUL",FL,3.0,REP,2010,14.9
590,"MARTIN-BACK, TERRY L",FL,3.0,NPA,2010,14.9
591,"BLACK, DEAN A",FL,3.0,REP,2010,14.9
592,"MACNAUGHTON, GEORGE SCOTT",FL,3.0,LIB,2010,14.9
593,"NWASIKE, C CHRISTIAN",FL,3.0,REP,2010,14.9
594,"GILMAN, JAMES NICHOLAS",FL,3.0,REP,2010,14.9
595,"KOLB, EUNA LEANNE",FL,3.0,REP,2010,14.9
596,"BROWN, CORRINE",FL,3.0,DEM,2010,14.9
597,"FORTUNE, SCOTT",FL,3.0,DEM,2010,14.9
598,"CRENSHAW, ANDER HON",FL,4.0,REP,2010,27.2
599,"KONIZ, GARY L",FL,4.0,NNE,2010,27.2
600,"PUESCHEL, DEBORAH KATZ",FL,4.0,NNE,2010,27.2
601,"STANLEY, TROY DWAYNE",FL,4.0,REP,2010,27.2
602,"DOOLAN, THOMAS JOSEPH",FL,5.0,DEM,2010,19.3
603,"PICCILLO, JAMES JOHN",FL,5.0,DEM,2010,19.3
604,"SAGER, JASON PATRICK",FL,5.0,REP,2010,19.3
605,"WERDER, HAROLD DAVID",FL,5.0,DEM,2010,19.3
606,"NUGENT, RICHARD B",FL,5.0,REP,2010,19.3
607,"BROWNING, DONALD EDWARD",FL,6.0,REP,2010,24.3
608,"ANNARUMMA, JOHN",FL,6.0,UNK,2010,24.3
609,"SCHONBERG, STEVEN E",FL,6.0,DEM,2010,24.3
610,"STEARNS, CLIFFORD B.",FL,6.0,REP,2010,24.3
611,"MORRIS, RALPH LEROY",FL,7.0,UNK,2010,28.3
612,"BEAVEN, HEATHER MAURINE",FL,7.0,DEM,2010,28.3
613,"SILVA, PETER",FL,7.0,DEM,2010,28.3
614,"ARMITAGE, FAYE",FL,7.0,DEM,2010,28.3
615,"BACON, STEPHEN",FL,7.0,OTH,2010,28.3
616,"MICA, JOHN L. MR.",FL,7.0,REP,2010,28.3
617,"METCALFE, GEORGE L",FL,8.0,IND,2010,29.7
618,"BUTLER, KEVIN MICHAEL",FL,8.0,REP,2010,29.7
619,"LONG, WILLIAM TODD",FL,8.0,REP,2010,29.7
620,"SULLIVAN, PATRICIA ANNE",FL,8.0,REP,2010,29.7
621,"BROWN, PRINCE",FL,8.0,REP,2010,29.7
622,"GERRITZEN, STEVEN J",FL,8.0,UNK,2010,29.7
623,"MILLER, KENNETH JOHN",FL,8.0,REP,2010,29.7
624,"FANELLI, DANIEL ROY",FL,8.0,REP,2010,29.7
625,"BIELING, ROSS PARKER",FL,8.0,REP,2010,29.7
626,"ODONOGHUE, WILLIAM BRUCE",FL,8.0,REP,2010,29.7
627,"TYSALL, TERRENCE NEAL SR",FL,8.0,REP,2010,29.7
628,"DUNMIRE, PEG",FL,8.0,REP,2010,29.7
629,"KELLY, KURT",FL,8.0,REP,2010,29.7
630,"WEBSTER, DANIEL",FL,8.0,REP,2010,29.7
631,"GRAYSON, ALAN MARK",FL,8.0,DEM,2010,29.7
632,"GUTIERREZ, ARMANDO JR",FL,8.0,REP,2010,29.7
633,"BILIRAKIS, GUS MICHAEL",FL,9.0,REP,2010,29.4
634,"DE PALMA, ANITA",FL,9.0,DEM,2010,29.4
635,"HINDAHL, PHIL",FL,9.0,DEM,2010,29.4
636,"LINN, MAX",FL,10.0,DEM,2010,26.9
637,"ROKICKI, MARTIN",FL,10.0,NNE,2010,26.9
638,"JUSTICE, CHARLIE",FL,10.0,DEM,2010,26.9
639,"YOUNG, C. W. BILL",FL,10.0,REP,2010,26.9
640,"FORCADE, ERIC LEE",FL,10.0,REP,2010,26.9
641,"STANFORD, STEVEN CRAIG",FL,11.0,REP,2010,24.4
642,"CURTIS, TIMOTHY LYNN",FL,11.0,DEM,2010,24.4
643,"KELLER, SCOTT THOMAS",FL,11.0,REP,2010,24.4
644,"BUNTYN, TONY",FL,11.0,REP,2010,24.4
645,"CASTOR, KATHY",FL,11.0,DEM,2010,24.4
646,"PRENDERGAST, MIKE",FL,11.0,REP,2010,24.4
647,"CASTELLANO, THOMAS C",FL,11.0,REP,2010,24.4
648,"ADAMS, EDDIE JR",FL,11.0,REP,2010,24.4
649,"OSINSKI, JOHN V",FL,12.0,IND,2010,20.0
650,"EDWARDS, RANDOLPH",FL,12.0,DEM,2010,20.0
651,"ROSS, DENNIS ALAN",FL,12.0,REP,2010,20.0
652,"EDWARDS, LORI",FL,12.0,DEM,2010,20.0
653,"SNIDER, THOMAS K",FL,12.0,LIB,2010,20.0
654,"WILKINSON, RANDY",FL,12.0,REP,2010,20.0
655,"LINDSEY, JOHN W JR",FL,12.0,REP,2010,20.0
656,"TUDOR, DOUGLAS DAVID",FL,12.0,DEM,2010,20.0
657,"GOLDEN, JAMES THEOPOLIS",FL,13.0,DEM,2010,26.8
658,"BALDAUF, DON",FL,13.0,REP,2010,26.8
659,"BUCHANAN, VERNON",FL,13.0,REP,2010,26.8
660,"EATON, RICHARD CHRISTOPHER",FL,13.0,DEM,2010,26.8
661,"NEELD, ROBERT M. JR.",FL,14.0,DEM,2010,27.5
662,"ROACH, JAMES LLOYD",FL,14.0,DEM,2010,27.5
663,"ST CLAIRE, WILLIAM MAVERICK",FL,14.0,UNK,2010,27.5
664,"MACK, CONNIE",FL,14.0,REP,2010,27.5
665,"ROBERTS, C SHANNON",FL,15.0,DEM,2010,24.8
666,"POSEY, BILL",FL,15.0,REP,2010,24.8
667,"ROONEY, TOM",FL,16.0,REP,2010,22.5
668,"CRAFT, CHRISTOPHER LEE",FL,16.0,DEM,2010,22.5
669,"TAUTIVA, ED",FL,16.0,DEM,2010,22.5
670,"DEAN, WILLIAM",FL,16.0,NNE,2010,22.5
671,"LUTRIN, DAVID LEE",FL,16.0,DEM,2010,22.5
672,"HORN, JIM",FL,16.0,OTH,2010,22.5
673,"VEREEN, RODERICK D",FL,17.0,DEM,2010,17.0
674,"ADAM, LEROY",FL,17.0,DEM,2010,17.0
675,"ROBERSON, YOLLY",FL,17.0,DEM,2010,17.0
676,"BRUTUS, PHILLIP J",FL,17.0,DEM,2010,17.0
677,"BUSH, JAMES III",FL,17.0,DEM,2010,17.0
678,"BASTIEN, MARLEINE M",FL,17.0,DEM,2010,17.0
679,"WILSON, FREDERICA S",FL,17.0,DEM,2010,17.0
680,"MOISE, RUDOLPH",FL,17.0,DEM,2010,17.0
681,"GALVIN, SCOTT",FL,17.0,DEM,2010,17.0
682,"POITIER, COREY B",FL,17.0,REP,2010,17.0
683,"WILLIAMS, ANDRE LEWIS",FL,17.0,DEM,2010,17.0
684,"GIBSON, SHIRLEY",FL,17.0,DEM,2010,17.0
685,"BANCIELLA, ROLANDO A",FL,18.0,DEM,2010,31.0
686,"ROS-LEHTINEN, ILEANA",FL,18.0,REP,2010,31.0
687,"MCCORMICK, JIM",FL,19.0,NPA,2010,30.9
688,"BUDD, JOSEPH E",FL,19.0,UNK,2010,30.9
689,"SMILAN, STANLEY S",FL,19.0,NNE,2010,30.9
690,"LAROSE, JOSUE",FL,19.0,DEM,2010,30.9
691,"LYNCH, EDWARD J ",FL,19.0,REP,2010,30.9
692,"DEUTCH, THEODORE ELIOT",FL,19.0,DEM,2010,30.9
693,"GRABER, BENJAMIN",FL,19.0,DEM,2010,30.9
694,"PRICE, CURT",FL,19.0,REP,2010,30.9
695,"RUIZ, JOSE M",FL,19.0,DEM,2010,30.9
696,"WASSERMAN SCHULTZ, DEBBIE",FL,20.0,DEM,2010,36.5
697,"REILLY, BRIAN G",FL,20.0,REP,2010,36.5
698,"KUNST, ROBERT",FL,20.0,NNE,2010,36.5
699,"DWORKOWITZ, STEPHEN",FL,20.0,REP,2010,36.5
700,"MILO, DONNA E",FL,20.0,REP,2010,36.5
701,"SCHOCK, CLAYTON JAMES",FL,20.0,OTH,2010,36.5
702,"LOWRY, ROBERT PAUL",FL,20.0,REP,2010,36.5
703,"BLUMENTHAL, STANLEY",FL,20.0,IND,2010,36.5
704,"HARRINGTON, KAREN",FL,20.0,REP,2010,36.5
705,"SANCHEZ, WILLAIM",FL,21.0,DEM,2010,27.1
706,"DIAZ-BALART, MARIO",FL,21.0,REP,2010,27.1
707,"BRADY, DAVID",FL,22.0,REP,2010,37.9
708,"KLEIN, RON",FL,22.0,DEM,2010,37.9
709,"WEST, ALLEN B",FL,22.0,REP,2010,37.9
710,"RENNEISEN, PAUL FRANCIS MR.",FL,22.0,DEM,2010,37.9
711,"HASTINGS, ALCEE L HON",FL,23.0,DEM,2010,16.6
712,"SANSARICQ, BERNARD",FL,23.0,REP,2010,16.6
713,"DEDELOW, EDWARD W",FL,24.0,REP,2010,28.8
714,"DAVIS, JASON P",FL,24.0,REP,2010,28.8
715,"HUKILL, DOROTHY L",FL,24.0,REP,2010,28.8
716,"PARTYKA, PAUL PETER",FL,24.0,DEM,2010,28.8
717,"FOSTER, JAMES NORMAN",FL,24.0,REP,2010,28.8
718,"HEINZELMAN, JAMES P SR",FL,24.0,REP,2010,28.8
719,"MACINNES, CHAD",FL,24.0,REP,2010,28.8
720,"SINCLAIR, LARRY",FL,24.0,UNK,2010,28.8
721,"ROBEY, ROBERT LAWRENCE",FL,24.0,REP,2010,28.8
722,"DIEBEL, KAREN",FL,24.0,REP,2010,28.8
723,"CAMPBELL, SEAN FIELD",FL,24.0,REP,2010,28.8
724,"KOSMAS, SUZANNE",FL,24.0,DEM,2010,28.8
725,"ROSS, BEN",FL,24.0,REP,2010,28.8
726,"LONG, OMETRIAS DEON",FL,24.0,REP,2010,28.8
727,"RUIZ, NICHOLAS III",FL,24.0,NNE,2010,28.8
728,"MILLER, CRAIG S",FL,24.0,REP,2010,28.8
729,"ADAMS, SANDY",FL,24.0,REP,2010,28.8
730,"GARCIA, GEORGE THOMAS",FL,24.0,REP,2010,28.8
731,"PORTER, CRAIG",FL,25.0,OTH,2010,24.5
732,"RIVERA, DAVID",FL,25.0,REP,2010,24.5
733,"CANCIO, MARIANA MARILI",FL,25.0,REP,2010,24.5
734,"MEURICE, LUIS",FL,25.0,DEM,2010,24.5
735,"ARROJO, JOSE ROLANNDO",FL,25.0,DEM,2010,24.5
736,"RIVERA, LUIS ANTONIO",FL,25.0,DEM,2010,24.5
737,"GARCIA, JOSE ANTONIO",FL,25.0,DEM,2010,24.5
738,"CRESPO, PAUL L",FL,25.0,REP,2010,24.5
739,"HARRIS, OSCAR L. II",GA,1.0,DEM,2010,19.3
740,"KINGSTON, JOHN HEDDENS",GA,1.0,REP,2010,19.3
741,"BISHOP, SANFORD D JR.",GA,2.0,DEM,2010,14.5
742,"ALLEN, RICK",GA,2.0,REP,2010,14.5
743,"ADAMS, RHUEDOLPH 'RUDY'",GA,2.0,REP,2010,14.5
744,"FERRELL, LEE R II",GA,2.0,REP,2010,14.5
745,"BROWN, BOBBY DAVE",GA,2.0,REP,2010,14.5
746,"KEOWN, MICHAEL (MIKE) HUEL",GA,2.0,REP,2010,14.5
747,"SAUNDERS, ROBERT FRANKLIN III",GA,3.0,DEM,2010,24.9
748,"WESTMORELAND, LYNN A.",GA,3.0,REP,2010,24.9
749,"RUTH, CORY JEROME",GA,4.0,REP,2010,29.4
750,"JOHNSON, HENRY C 'HANK' JR",GA,4.0,DEM,2010,29.4
751,"CARTER, LISBETH 'LIZ'",GA,4.0,REP,2010,29.4
752,"ARMENDARIZ, VICTOR",GA,4.0,REP,2010,29.4
753,"GAUSE, LAWRENCE FRANKLIN",GA,4.0,REP,2010,29.4
754,"STOKES, CONNIE JEAN MS",GA,4.0,DEM,2010,29.4
755,"JONES, VERNON A",GA,4.0,DEM,2010,29.4
756,"NGUYEN, KELLY",GA,5.0,REP,2010,44.8
757,"LITTLE, SAMUEL FENN JR",GA,5.0,REP,2010,44.8
758,"LEWIS, JOHN R.",GA,5.0,DEM,2010,44.8
759,"GREENBERG, SEAN",GA,6.0,NNE,2010,52.9
760,"PRICE, THOMAS EDMUNDS",GA,6.0,REP,2010,52.9
761,"COX, JOHN CLAYTON 'CLAY'",GA,7.0,REP,2010,33.6
762,"HECKMAN, DOUGLAS SCOTT",GA,7.0,DEM,2010,33.6
763,"KIRBY, LESTER THOMAS",GA,7.0,REP,2010,33.6
764,"GRIST, RONNIE",GA,7.0,REP,2010,33.6
765,"BALFOUR, DONALD KENNETH II",GA,7.0,REP,2010,33.6
766,"FINCHER, JAMES (JEF) ERNEST",GA,7.0,REP,2010,33.6
767,"MALONE, WILLIAM F JR",GA,7.0,REP,2010,33.6
768,"HICE, JODY B MR",GA,7.0,REP,2010,33.6
769,"WOODALL, ROB",GA,7.0,REP,2010,33.6
770,"PARROTT, THOMAS S",GA,7.0,REP,2010,33.6
771,"EFSTRATION, CHUCK",GA,7.0,REP,2010,33.6
772,"MEYERS, VALERIE SARGENT",GA,8.0,REP,2010,18.0
773,"RISH, WILLIAM PAUL",GA,8.0,REP,2010,18.0
774,"HICKS, ANGELA",GA,8.0,REP,2010,18.0
775,"VANN, DIANE ELIZABETH SWANSON",GA,8.0,REP,2010,18.0
776,"DELOACH, KENNETH RAY JR",GA,8.0,REP,2010,18.0
777,"SCOTT, JAMES AUSTIN",GA,8.0,REP,2010,18.0
778,"MARSHALL, JIM",GA,8.0,DEM,2010,18.0
779,"STEPHENS, WILLIAM V",GA,9.0,REP,2010,21.0
780,"MOON, EDWARD ''EUGENE''",GA,9.0,IND,2010,21.0
781,"BENTON, CLYDE DANIEL",GA,9.0,REP,2010,21.0
782,"EVANS, MIKE ALLEN",GA,9.0,REP,2010,21.0
783,"DOOLEY, THOMAS EUGENE",GA,9.0,REP,2010,21.0
784,"JONES, JEREMY EDWARD",GA,9.0,REP,2010,21.0
785,"REESE, BOBBY CLIFFORD",GA,9.0,REP,2010,21.0
786,"TARVIN, THOMAS STEPHEN",GA,9.0,REP,2010,21.0
787,"GRAVES, JOHN THOMAS JR",GA,9.0,REP,2010,21.0
788,"CATES, CHRISTOPHER U MD",GA,9.0,REP,2010,21.0
789,"FREEMAN, MIKE",GA,9.0,DEM,2010,21.0
790,"HAWKINS, B LEE",GA,9.0,REP,2010,21.0
791,"LOFTMAN, BERTIL ARMIN",GA,9.0,REP,2010,21.0
792,"UNTERMYER, SAMUEL III 'SANDY'",GA,10.0,DEM,2010,25.3
793,"BROUN, PAUL COLLINS",GA,10.0,REP,2010,25.3
794,"EDWARDS, RUSSELL JAMES",GA,10.0,DEM,2010,25.3
795,"GINGREY, J. PHILLIP",GA,11.0,REP,2010,25.1
796,"MOSLEY, EMMETT WAYNE JR",GA,12.0,REP,2010,16.2
797,"MCKINNEY, RAYMOND LOUIS SR",GA,12.0,REP,2010,16.2
798,"HORNER, MICHAEL W",GA,12.0,REP,2010,16.2
