percent_bachelor_or_above,name,state_fips,district,year,congress_session,raceyear,state,area,repcandidate,demcandidate
27.1,"Congressional District 21 (111th Congress), Florida",12,21,2010,111th Congress,2008,Florida,District 21,"Diaz-Balart, Lincoln","Martinez, Raul L."
37.9,"Congressional District 22 (111th Congress), Florida",12,22,2010,111th Congress,2008,Florida,District 22,"West, Allen","Klein, Ron"
16.6,"Congressional District 23 (111th Congress), Florida",12,23,2010,111th Congress,2008,Florida,District 23,"Thorpe, Marion D. Jr.","Hastings, Alcee L."
28.8,"Congressional District 24 (111th Congress), Florida",12,24,2010,111th Congress,2008,Florida,District 24,"Feeney, Tom","Kosmas, Suzanne M."
24.5,"Congressional District 25 (111th Congress), Florida",12,25,2010,111th Congress,2008,Florida,District 25,"Diaz-Balart, Mario","Garcia, Joe"
19.3,"Congressional District 1 (111th Congress), Georgia",13,01,2010,111th Congress,2008,Georgia,District 1,"Kingston, Jack","Gillespie, Bill"
14.5,"Congressional District 2 (111th Congress), Georgia",13,02,2010,111th Congress,2008,Georgia,District 2,"Ferrell, Lee","Bishop, Sanford"
24.9,"Congressional District 3 (111th Congress), Georgia",13,03,2010,111th Congress,2008,Georgia,District 3,"Westmoreland, Lynn A.","Camp, Stephen"
29.4,"Congressional District 4 (111th Congress), Georgia",13,04,2010,111th Congress,2008,Georgia,District 4,,"Johnson, Henry C."
44.8,"Congressional District 5 (111th Congress), Georgia",13,05,2010,111th Congress,2008,Georgia,District 5,,"Lewis, John"
52.9,"Congressional District 6 (111th Congress), Georgia",13,06,2010,111th Congress,2008,Georgia,District 6,"Price, Thomas E.","Jones, Bill"
33.6,"Congressional District 7 (111th Congress), Georgia",13,07,2010,111th Congress,2008,Georgia,District 7,"Linder, John","Heckman, Doug"
18.0,"Congressional District 8 (111th Congress), Georgia",13,08,2010,111th Congress,2008,Georgia,District 8,"Goddard, Rick","Marshall, Jim"
21.0,"Congressional District 9 (111th Congress), Georgia",13,09,2010,111th Congress,2008,Georgia,District 9,"Deal, Nathan","Scott, Jeff"
25.3,"Congressional District 10 (111th Congress), Georgia",13,10,2010,111th Congress,2008,Georgia,District 10,"Broun, Paul","Saxon, Bobby"
25.1,"Congressional District 11 (111th Congress), Georgia",13,11,2010,111th Congress,2008,Georgia,District 11,"Gingrey, Phil","Gammon, Hugh Bud"
16.2,"Congressional District 12 (111th Congress), Georgia",13,12,2010,111th Congress,2008,Georgia,District 12,"Stone, John","Barrow, John"
26.1,"Congressional District 13 (111th Congress), Georgia",13,13,2010,111th Congress,2008,Georgia,District 13,"Honeycutt, Deborah Travis","Scott, David"
32.5,"Congressional District 1 (111th Congress), Hawaii",15,01,2010,111th Congress,2008,Hawaii,District 1,"Tataii, Steve","Abercrombie, Neil"
26.3,"Congressional District 2 (111th Congress), Hawaii",15,02,2010,111th Congress,2008,Hawaii,District 2,"Evans, Roger B.","Hirono, Mazie K."
23.5,"Congressional District 1 (111th Congress), Idaho",16,01,2010,111th Congress,2008,Idaho,District 1,"Sali, Bill","Minnick, Walt"
25.2,"Congressional District 2 (111th Congress), Idaho",16,02,2010,111th Congress,2008,Idaho,District 2,"Simpson, Michael K.","Holmes, Deborah"
22.0,"Congressional District 1 (111th Congress), Illinois",17,01,2010,111th Congress,2008,Illinois,District 1,"Members, Antoine","Rush, Bobby L."
20.8,"Congressional District 2 (111th Congress), Illinois",17,02,2010,111th Congress,2008,Illinois,District 2,"Williams, Anthony W.","Jackson, Jesse L. Jr."
23.7,"Congressional District 3 (111th Congress), Illinois",17,03,2010,111th Congress,2008,Illinois,District 3,"Hawkins, Michael","Lipinski, Daniel William"
21.8,"Congressional District 4 (111th Congress), Illinois",17,04,2010,111th Congress,2008,Illinois,District 4,"Cunningham, Daniel","Gutierrez, Luis V."
39.9,"Congressional District 5 (111th Congress), Illinois",17,05,2010,111th Congress,2008,Illinois,District 5,"Hanson, Tom","Emanuel, Rahm"
37.8,"Congressional District 6 (111th Congress), Illinois",17,06,2010,111th Congress,2008,Illinois,District 6,"Roskam, Peter J.","Morgenthaler, Jill"
40.1,"Congressional District 7 (111th Congress), Illinois",17,07,2010,111th Congress,2008,Illinois,District 7,"Miller, Steve","Davis, Danny K."
36.4,"Congressional District 8 (111th Congress), Illinois",17,08,2010,111th Congress,2008,Illinois,District 8,"Greenberg, Steve","Bean, Melissa L."
44.4,"Congressional District 9 (111th Congress), Illinois",17,09,2010,111th Congress,2008,Illinois,District 9,"Younan, Michael Benjamin","Schakowsky, Janice D."
51.2,"Congressional District 10 (111th Congress), Illinois",17,10,2010,111th Congress,2008,Illinois,District 10,"Kirk, Mark Steven","Seals, Daniel J."
21.8,"Congressional District 11 (111th Congress), Illinois",17,11,2010,111th Congress,2008,Illinois,District 11,"Ozinga, Marty","Halvorson, Deborah L."
20.7,"Congressional District 12 (111th Congress), Illinois",17,12,2010,111th Congress,2008,Illinois,District 12,"Timothy, Jay Richardson Jr.","Costello, Jerry F."
46.0,"Congressional District 13 (111th Congress), Illinois",17,13,2010,111th Congress,2008,Illinois,District 13,"Biggert, Judy","Harper, Scott"
30.5,"Congressional District 14 (111th Congress), Illinois",17,14,2010,111th Congress,2008,Illinois,District 14,"Oberweis, Jim","Foster, Bill"
26.9,"Congressional District 15 (111th Congress), Illinois",17,15,2010,111th Congress,2008,Illinois,District 15,"Johnson, Timothy V.","Cox, Steve"
24.3,"Congressional District 16 (111th Congress), Illinois",17,16,2010,111th Congress,2008,Illinois,District 16,"Manzullo, Donald","Abboud, Robert G."
17.7,"Congressional District 17 (111th Congress), Illinois",17,17,2010,111th Congress,2008,Illinois,District 17,,"Hare, Phil"
24.5,"Congressional District 18 (111th Congress), Illinois",17,18,2010,111th Congress,2008,Illinois,District 18,"Schock, Aaron","Callahan, Colleen"
20.7,"Congressional District 19 (111th Congress), Illinois",17,19,2010,111th Congress,2008,Illinois,District 19,"Shimkus, John M.","Davis, Daniel"
19.7,"Congressional District 1 (111th Congress), Indiana",18,01,2010,111th Congress,2008,Indiana,District 1,"Leyva, Mark J.","Visclosky, Peter J."
19.2,"Congressional District 2 (111th Congress), Indiana",18,02,2010,111th Congress,2008,Indiana,District 2,"Puckett, Luke Wayne","Donnelly, Joseph S."
21.8,"Congressional District 3 (111th Congress), Indiana",18,03,2010,111th Congress,2008,Indiana,District 3,"Souder, Mark E.","Montagano, Michael A."
26.6,"Congressional District 4 (111th Congress), Indiana",18,04,2010,111th Congress,2008,Indiana,District 4,"Buyer, Steve","Ackerson, Nels"
35.1,"Congressional District 5 (111th Congress), Indiana",18,05,2010,111th Congress,2008,Indiana,District 5,"Burton, Dan","Ruley, Mary Etta"
16.9,"Congressional District 6 (111th Congress), Indiana",18,06,2010,111th Congress,2008,Indiana,District 6,"Pence, Mike","Welsh, Barry A."
22.8,"Congressional District 7 (111th Congress), Indiana",18,07,2010,111th Congress,2008,Indiana,District 7,"Campo, Gabrielle","Carson, Andre D."
17.8,"Congressional District 8 (111th Congress), Indiana",18,08,2010,111th Congress,2008,Indiana,District 8,"Goode, Gregory J.","Ellsworth, Brad"
19.7,"Congressional District 9 (111th Congress), Indiana",18,09,2010,111th Congress,2008,Indiana,District 9,"Sodrel, Mike","Hill, Baron P."
23.5,"Congressional District 1 (111th Congress), Iowa",19,01,2010,111th Congress,2008,Iowa,District 1,"Hartsuch, David","Braley, Bruce"
27.9,"Congressional District 2 (111th Congress), Iowa",19,02,2010,111th Congress,2008,Iowa,District 2,"Miller-Meeks, Mariannette","Loebsack, David"
27.9,"Congressional District 3 (111th Congress), Iowa",19,03,2010,111th Congress,2008,Iowa,District 3,"Schmett, Kim","Boswell, Leonard L."
24.2,"Congressional District 4 (111th Congress), Iowa",19,04,2010,111th Congress,2008,Iowa,District 4,"Latham, Tom","Greenwald, Becky"
18.6,"Congressional District 5 (111th Congress), Iowa",19,05,2010,111th Congress,2008,Iowa,District 5,"King, Steve","Hubler, Rob"
20.0,"Congressional District 1 (111th Congress), Kansas",20,01,2010,111th Congress,2008,Kansas,District 1,"Moran, Jerry","Bordonaro, James"
26.8,"Congressional District 2 (111th Congress), Kansas",20,02,2010,111th Congress,2008,Kansas,District 2,"Jenkins, Lynn","Boyda, Nancy"
43.5,"Congressional District 3 (111th Congress), Kansas",20,03,2010,111th Congress,2008,Kansas,District 3,"Jordan, Nick","Moore, Dennis"
25.5,"Congressional District 4 (111th Congress), Kansas",20,04,2010,111th Congress,2008,Kansas,District 4,"Tiahrt, Todd","Betts, Donald Jr."
13.9,"Congressional District 1 (111th Congress), Kentucky",21,01,2010,111th Congress,2008,Kentucky,District 1,"Whitfield, Edward","Ryan, Heather A."
16.3,"Congressional District 2 (111th Congress), Kentucky",21,02,2010,111th Congress,2008,Kentucky,District 2,"Guthrie, Brett","Boswell, David E."
29.0,"Congressional District 3 (111th Congress), Kentucky",21,03,2010,111th Congress,2008,Kentucky,District 3,"Northup, Anne M.","Yarmuth, John"
22.0,"Congressional District 4 (111th Congress), Kentucky",21,04,2010,111th Congress,2008,Kentucky,District 4,"Davis, Geoff","Kelley, Michael"
11.5,"Congressional District 5 (111th Congress), Kentucky",21,05,2010,111th Congress,2008,Kentucky,District 5,"Rogers, Harold",
28.5,"Congressional District 6 (111th Congress), Kentucky",21,06,2010,111th Congress,2008,Kentucky,District 6,"Larson, Jon","Chandler, Ben"
29.0,"Congressional District 1 (111th Congress), Louisiana",22,01,2010,111th Congress,2008,Louisiana,District 1,"Scalise, Steve","Harlan, Jim"
21.9,"Congressional District 2 (111th Congress), Louisiana",22,02,2010,111th Congress,2008,Louisiana,District 2,"Cao, Anh Joseph","Jefferson, William J."
13.4,"Congressional District 3 (111th Congress), Louisiana",22,03,2010,111th Congress,2008,Louisiana,District 3,,"Melancon, Charlie R."
18.5,"Congressional District 4 (111th Congress), Louisiana",22,04,2010,111th Congress,2008,Louisiana,District 4,"Fleming, John","Carmouche, Paul J."
17.1,"Congressional District 5 (111th Congress), Louisiana",22,05,2010,111th Congress,2008,Louisiana,District 5,"Alexander, Rodney",
26.7,"Congressional District 6 (111th Congress), Louisiana",22,06,2010,111th Congress,2008,Louisiana,District 6,"Cassidy, Bill","Cazayoux, Don"
18.9,"Congressional District 7 (111th Congress), Louisiana",22,07,2010,111th Congress,2008,Louisiana,District 7,"Boustany, Charles W. Jr.","Cravins, Donald Jr."
32.2,"Congressional District 1 (111th Congress), Maine",23,01,2010,111th Congress,2008,Maine,District 1,"Summers, Charles E.","Pingree, Chellie"
20.7,"Congressional District 2 (111th Congress), Maine",23,02,2010,111th Congress,2008,Maine,District 2,"Frary, John N.","Michaud, Michael H."
31.2,"Congressional District 1 (111th Congress), Maryland",24,01,2010,111th Congress,2008,Maryland,District 1,"Harris, Andy","Kratovil, Frank Jr."
24.3,"Congressional District 2 (111th Congress), Maryland",24,02,2010,111th Congress,2008,Maryland,District 2,"Matthews, Richard Pryce","Ruppersberger, C.A. Dutch"
42.4,"Congressional District 3 (111th Congress), Maryland",24,03,2010,111th Congress,2008,Maryland,District 3,"Harris, Thomas E. Pinkston","Sarbanes, John P."
35.9,"Congressional District 4 (111th Congress), Maryland",24,04,2010,111th Congress,2008,Maryland,District 4,"James, Peter","Edwards, Donna"
32.4,"Congressional District 5 (111th Congress), Maryland",24,05,2010,111th Congress,2008,Maryland,District 5,"Bailey, Collins","Hoyer, Steny H."
29.0,"Congressional District 6 (111th Congress), Maryland",24,06,2010,111th Congress,2008,Maryland,District 6,"Bartlett, Roscoe G.","Dougherty, Jennifer P."
33.8,"Congressional District 7 (111th Congress), Maryland",24,07,2010,111th Congress,2008,Maryland,District 7,"Hargadon, Michael T.","Cummings, Elijah E."
55.7,"Congressional District 8 (111th Congress), Maryland",24,08,2010,111th Congress,2008,Maryland,District 8,"Hudson, Steve","Van Hollen, Chris Jr."
29.1,"Congressional District 1 (111th Congress), Massachusetts",25,01,2010,111th Congress,2008,Massachusetts,District 1,"Bech, Nathan A.","Olver, John W."
28.0,"Congressional District 2 (111th Congress), Massachusetts",25,02,2010,111th Congress,2008,Massachusetts,District 2,,"Neal, Richard E."
36.9,"Congressional District 3 (111th Congress), Massachusetts",25,03,2010,111th Congress,2008,Massachusetts,District 3,,"McGovern, James"
39.9,"Congressional District 4 (111th Congress), Massachusetts",25,04,2010,111th Congress,2008,Massachusetts,District 4,"Sholley, Earl Henry","Frank, Barney"
38.0,"Congressional District 5 (111th Congress), Massachusetts",25,05,2010,111th Congress,2008,Massachusetts,District 5,,"Tsongas, Nicola S."
40.7,"Congressional District 6 (111th Congress), Massachusetts",25,06,2010,111th Congress,2008,Massachusetts,District 6,"Baker, Richard A.","Tierney, John F."
44.6,"Congressional District 7 (111th Congress), Massachusetts",25,07,2010,111th Congress,2008,Massachusetts,District 7,"Cunningham, John","Markey, Edward J."
46.5,"Congressional District 8 (111th Congress), Massachusetts",25,08,2010,111th Congress,2008,Massachusetts,District 8,,"Capuano, Michael E."
39.6,"Congressional District 9 (111th Congress), Massachusetts",25,09,2010,111th Congress,2008,Massachusetts,District 9,,"Lynch, Stephen F."
39.6,"Congressional District 10 (111th Congress), Massachusetts",25,10,2010,111th Congress,2008,Massachusetts,District 10,,"Delahunt, Bill"
18.6,"Congressional District 1 (111th Congress), Michigan",26,01,2010,111th Congress,2008,Michigan,District 1,"Casperson, Tom","Stupak, Bart"
21.1,"Congressional District 2 (111th Congress), Michigan",26,02,2010,111th Congress,2008,Michigan,District 2,"Hoekstra, Peter","Johnson, Fred"
27.8,"Congressional District 3 (111th Congress), Michigan",26,03,2010,111th Congress,2008,Michigan,District 3,"Ehlers, Vernon J.","Sanchez, Henry"
21.2,"Congressional District 4 (111th Congress), Michigan",26,04,2010,111th Congress,2008,Michigan,District 4,"Camp, Dave","Concannon, Andrew D."
17.6,"Congressional District 5 (111th Congress), Michigan",26,05,2010,111th Congress,2008,Michigan,District 5,"Sawicki, Matt","Kildee, Dale E."
24.0,"Congressional District 6 (111th Congress), Michigan",26,06,2010,111th Congress,2008,Michigan,District 6,"Upton, Fred","Cooney, Don"
22.3,"Congressional District 7 (111th Congress), Michigan",26,07,2010,111th Congress,2008,Michigan,District 7,"Walberg, Timothy","Schauer, Mark H."
32.0,"Congressional District 8 (111th Congress), Michigan",26,08,2010,111th Congress,2008,Michigan,District 8,"Rogers, Mike","Alexander, Robert"
47.6,"Congressional District 9 (111th Congress), Michigan",26,09,2010,111th Congress,2008,Michigan,District 9,"Knollenberg, Joe","Peters, Gary C."
21.1,"Congressional District 10 (111th Congress), Michigan",26,10,2010,111th Congress,2008,Michigan,District 10,"Miller, Candice S.","Denison, Robert"
33.6,"Congressional District 11 (111th Congress), Michigan",26,11,2010,111th Congress,2008,Michigan,District 11,"McCotter, Thaddeus","Larkin, Joseph"
22.6,"Congressional District 12 (111th Congress), Michigan",26,12,2010,111th Congress,2008,Michigan,District 12,"Copple, Bert","Levin, Sander M."
15.6,"Congressional District 13 (111th Congress), Michigan",26,13,2010,111th Congress,2008,Michigan,District 13,"Gubics, Edward J.","Kilpatrick, Carolyn"
16.2,"Congressional District 14 (111th Congress), Michigan",26,14,2010,111th Congress,2008,Michigan,District 14,,"Conyers, John Jr."
29.7,"Congressional District 15 (111th Congress), Michigan",26,15,2010,111th Congress,2008,Michigan,District 15,"Lynch, John Joseph","Dingell, John D. Jr."
