,congressional_district,minority_percentage,year,candidates
210,"Congressional District 13 (110th Congress), Michigan",0.68966,2008,"Carolyn Kilpatrick (Democratic), Edward Gubics (Republican), George Corsetti (Green), Greg Creswell (Libertarian)"
211,"Congressional District 14 (110th Congress), Michigan",0.63689,2008,"John Conyers Jr. (Democratic), Rick Secula (Libertarian), Clyde Shabazz (Green)"
212,"Congressional District 15 (110th Congress), Michigan",0.2124,2008,"John Dingell (Democratic), John Lynch (Republican), Aimee Smith (Green), Greg Stempfle (Libertarian), James Wagner (United"
213,"Congressional District 1 (110th Congress), Minnesota",0.05941,2008,"Tim Walz (Democratic–Farmer–Labor), Brian Davis (Republican), Gregory Mikkelson (Independence)"
214,"Congressional District 2 (110th Congress), Minnesota",0.10365,2008,"John Kline (Republican), Steve Sarvi (Democratic–Farmer–Labor)"
215,"Congressional District 3 (110th Congress), Minnesota",0.16349,2008,"Erik Paulsen (Republican), Ashwin Madia (Democratic–Farmer–Labor), David Dillon (Independence)"
216,"Congressional District 4 (110th Congress), Minnesota",0.20666,2008,"Betty McCollum (Democratic–Farmer–Labor), Ed Matthews (Republican)"
217,"Congressional District 5 (110th Congress), Minnesota",0.25345,2008,"Keith Ellison (Democratic–Farmer–Labor), Barb Davis White (Republican), Bill McGaughey (Independence)"
218,"Congressional District 6 (110th Congress), Minnesota",0.06653,2008,"Michele Bachmann (Republican), Elwyn Tinklenberg (Democratic–Farmer–Labor), Bob Anderson (Independence)"
219,"Congressional District 7 (110th Congress), Minnesota",0.06228,2008,"Collin Peterson (Democratic–Farmer–Labor), Glenn Menze (Republican)"
220,"Congressional District 8 (110th Congress), Minnesota",0.05561,2008,"Jim Oberstar (Democratic–Farmer–Labor), Michael Cummins (Republican)"
221,"Congressional District 1 (110th Congress), Mississippi",0.30146,2008,"Travis Childers (Democratic), Greg Davis (Republican), Wally Pang (Independent), John Wages Jr. (Green)"
222,"Congressional District 2 (110th Congress), Mississippi",0.68408,2008,"Bennie Thompson (Democratic), Richard Cook (Republican)"
223,"Congressional District 3 (110th Congress), Mississippi",0.37656,2008,"Gregg Harper (Republican), Joel Gill (Democratic)"
224,"Congressional District 4 (110th Congress), Mississippi",0.28013,2008,"Gene Taylor (Democratic), John McCay (Republican)"
225,"Congressional District 1 (110th Congress), Missouri",0.5878,2008,"Lacy Clay (Democratic), Robb Cunningham (Libertarian)"
226,"Congressional District 2 (110th Congress), Missouri",0.08261,2008,"Todd Akin (Republican), Bill Haas (Democratic), Thomas Knapp (Libertarian)"
227,"Congressional District 3 (110th Congress), Missouri",0.13084,2008,"Russ Carnahan (Democratic), Chris Sander (Republican), Kevin Babcock (Libertarian), Cindy Redburn (Constitution)"
228,"Congressional District 4 (110th Congress), Missouri",0.07563,2008,"Ike Skelton (Democratic), Jeff Parnell (Republican)"
229,"Congressional District 5 (110th Congress), Missouri",0.3086,2008,"Emanuel Cleaver (Democratic), Jacob Turk (Republican)"
230,"Congressional District 6 (110th Congress), Missouri",0.07672,2008,"Sam Graves (Republican), Kay Barnes (Democratic), Dave Browning (Libertarian)"
231,"Congressional District 7 (110th Congress), Missouri",0.06626,2008,"Roy Blunt (Republican), Richard Monroe (Democratic), Kevin Craig (Libertarian), Travis Maddox (Constitution)"
232,"Congressional District 8 (110th Congress), Missouri",0.07745,2008,"Jo Ann Emerson (Republican), Joe Allen (Democratic), Branden McCullough (Libertarian), Richard Smith (Constitution)"
233,"Congressional District 9 (110th Congress), Missouri",0.07833,2008,"Blaine Luetkemeyer (Republican), Judy Baker (Democratic), Tamara Millay (Libertarian)"
234,"Congressional District (at Large) (110th Congress), Montana",0.10376,2008,"Denny Rehberg (Republican), John Driscoll (Democratic), Mike Fellows (Libertarian)"
235,"Congressional District 1 (110th Congress), Nebraska",0.07624,2008,"Jeff Fortenberry (Republican), Max Yashirin (Democratic)"
236,"Congressional District 2 (110th Congress), Nebraska",0.1928,2008,"Lee Terry (Republican), Jim Esch (Democratic)"
237,"Congressional District 3 (110th Congress), Nebraska",0.05737,2008,"Adrian Smith (Republican), Jay Stoddard (Democratic)"
238,"Congressional District 1 (110th Congress), Nevada",0.28186,2008,"Shelley Berkley (Democratic), Kenneth Wegner (Republican), Caren Alexander (Independent, Raymond James Duensing Jr. (Libertarian)"
239,"Congressional District 2 (110th Congress), Nevada",0.15619,2008,"Dean Heller (Republican), Jill Derby (Democratic), John Everhart (Independent, Sean Patrick Morse (Libertarian), Craig Bergland (Green)"
240,"Congressional District 3 (110th Congress), Nevada",0.24072,2008,"Dina Titus (Democratic), Jon Porter (Republican), Jeffrey Reeves (Independent), Joseph Silvestri (Libertarian), Floyd Fitzgibbons (Independent, Bob Gianquinta (Green)"
241,"Congressional District 1 (110th Congress), New Hampshire",0.05069,2008,"Carol Shea-Porter (Democratic), Jeb Bradley (Republican), Robert Kingsbury (Libertarian)"
242,"Congressional District 2 (110th Congress), New Hampshire",0.05282,2008,"Paul Hodes (Democratic), Jennifer Horn (Republican), Chester Lapointe II (Libertarian)"
243,"Congressional District 1 (110th Congress), New Jersey",0.28875,2008,"Rob Andrews (Democratic),  Dale Glading (Republican),  Matthew Thieke (Green),  Margaret Chapman (Independent),  Everitt Williams III (Independent),  Alvin Lindsay Jr. (Independent)"
244,"Congressional District 2 (110th Congress), New Jersey",0.25819,2008,"Frank LoBiondo (Republican), David Kurkowski (Democratic), Jason Grover (Green), Peter Boyce (Constitution), Gary Stein (Independent), Constantino Rozzo (Socialist)"
245,"Congressional District 3 (110th Congress), New Jersey",0.16783,2008,"John Adler (Democratic), Chris Myers (Republican)"
246,"Congressional District 4 (110th Congress), New Jersey",0.17518,2008,"Chris Smith (Republican),  Joshua Zeitz (Democratic), Steven Welzer (Green)"
247,"Congressional District 5 (110th Congress), New Jersey",0.14668,2008,"Scott Garrett (Republican), Dennis Shulman (Democratic), Ed Fanning (Green)"
248,"Congressional District 6 (110th Congress), New Jersey",0.32005,2008,"Frank Pallone (Democratic), Robert McLeod (Republican), Herbert Tarbous (Independent)"
249,"Congressional District 7 (110th Congress), New Jersey",0.2256,2008,"Leonard Lance (Republican), Linda Stender (Democratic),  Michael Hsing (Independent), Dean Greco (Independent), Thomas Abrams (Independent)"
250,"Congressional District 8 (110th Congress), New Jersey",0.42022,2008,"Bill Pascrell (Democratic), Rollie Straten (Republican), Derek DeMarco (Libertarian)"
251,"Congressional District 9 (110th Congress), New Jersey",0.29496,2008,"Steve Rothman (Democratic), Vince Micco (Republican), Michael Perrone Jr. (Independent)"
252,"Congressional District 10 (110th Congress), New Jersey",0.72574,2008,"Don Payne (Democratic),  Michael Taber (Socialist"
253,"Congressional District 11 (110th Congress), New Jersey",0.15536,2008,"Rodney Frelinghuysen (Republican), Tom Wyka (Democratic), Chandler Tedholm (Independent)"
254,"Congressional District 12 (110th Congress), New Jersey",0.29727,2008,"Rush Holt (Democratic), Alan Bateman (Republican),  David Corsi (Independent)"
255,"Congressional District 13 (110th Congress), New Jersey",0.37141,2008,"Albio Sires (Democratic), Joseph Turula (Republican), Julio Fernandez (Independent), Louis Vernotico (Independent)"
256,"Congressional District 1 (110th Congress), New Mexico",0.27937,2008,"Martin Heinrich (Democratic), Darren White (Republican)"
257,"Congressional District 2 (110th Congress), New Mexico",0.1889,2008,"Harry Teague (Democratic), Edward Tinsley (Republican)"
258,"Congressional District 3 (110th Congress), New Mexico",0.3261,2008,"Ben Lujan (Democratic), Daniel East (Republican), Carol Miller (Independent)"
259,"Congressional District 1 (110th Congress), New York",0.12533,2008,"Tim Bishop (Democratic), Lee Zeldin (Republican)"
260,"Congressional District 2 (110th Congress), New York",0.21283,2008,"Steve Israel (Democratic), Frank Stalzer (Republican)"
261,"Congressional District 3 (110th Congress), New York",0.10171,2008,"Peter King (Republican), Graham Long (Democratic)"
262,"Congressional District 4 (110th Congress), New York",0.35523,2008,"Carolyn McCarthy (Democratic), Jack Martins (Republican)"
263,"Congressional District 5 (110th Congress), New York",0.46084,2008,"Gary Ackerman (Democratic), Elizabeth Berney (Republican), Jun Policarpo (Conservative)"
264,"Congressional District 6 (110th Congress), New York",0.82718,2008,Gregory Meeks (Democratic)
265,"Congressional District 7 (110th Congress), New York",0.61104,2008,"Joseph Crowley (Democratic), William Britt (Republican)"
266,"Congressional District 8 (110th Congress), New York",0.2512,2008,"Jerrold Nadler (Democratic), Grace Lin (Republican)"
267,"Congressional District 9 (110th Congress), New York",0.30872,2008,"Anthony Weiner (Democratic), Alfred Donohue (Conservative)"
268,"Congressional District 10 (110th Congress), New York",0.74628,2008,"Ed Towns (Democratic), Salvatore Grupico (Republican)"
269,"Congressional District 11 (110th Congress), New York",0.69065,2008,"Yvette Clarke (Democratic), Hugh Carr (Republican), Cartrell Gore (Conservative)"
270,"Congressional District 12 (110th Congress), New York",0.49205,2008,"Nydia Velazquez (Democratic), Allan Romaguera (Republican)"
271,"Congressional District 13 (110th Congress), New York",0.25264,2008,"Michael McMahon (Democratic), Robert Straniere (Republican), Timothy Cochrane (Conservative), Carmine Morano (Independence)"
272,"Congressional District 14 (110th Congress), New York",0.23035,2008,"Carolyn Maloney (Democratic), Robert Heim (Republican), Isaiah Matos (Libertarian)"
273,"Congressional District 15 (110th Congress), New York",0.66323,2008,"Charles Rangel (Democratic), Edward Daniels (Republican), Craig Schely (Independent), Martin Koppel (Socialist"
274,"Congressional District 16 (110th Congress), New York",0.84301,2008,"Jose Serrano (Democratic), Ali Mohamed (Republican)"
275,"Congressional District 17 (110th Congress), New York",0.55214,2008,"Eliot Engel (Democratic), Robert Goodman (Republican)"
276,"Congressional District 18 (110th Congress), New York",0.25917,2008,"Nita Lowey (Democratic), Jim Russell (Republican)"
277,"Congressional District 19 (110th Congress), New York",0.16326,2008,"John Hall (Democratic), Kieran Michael Lalor (Republican)"
278,"Congressional District 20 (110th Congress), New York",0.06107,2008,"Kirsten Gillibrand (Democratic), Sandy Treadwell (Republican)"
279,"Congressional District 21 (110th Congress), New York",0.15957,2008,"Paul Tonko (Democratic), James Buhrmaster (Republican), Phillip Steck (Independence)"
280,"Congressional District 22 (110th Congress), New York",0.17978,2008,"Maurice Hinchey (Democratic), George Phillips (Republican)"
281,"Congressional District 23 (110th Congress), New York",0.07702,2008,"John McHugh (Republican), Michael Oot (Democratic)"
282,"Congressional District 24 (110th Congress), New York",0.08079,2008,"Mike Arcuri (Democratic), Richard L. Hanna (Republican)"
283,"Congressional District 25 (110th Congress), New York",0.1336,2008,"Dan Maffei (Democratic), Dale Sweetland (Republican), Howie Hawkins (Green)"
284,"Congressional District 26 (110th Congress), New York",0.082,2008,"Christoper Lee (Republican), Alice Kryzan (Democratic), Jonathan Powers (Working"
285,"Congressional District 27 (110th Congress), New York",0.10386,2008,"Brian Higgins (Democratic), Daniel Humiston (Republican), Harold Schroeder (Conservative)"
286,"Congressional District 28 (110th Congress), New York",0.3626,2008,"Louise Slaughter (Democratic), David Crimmen (Republican)"
287,"Congressional District 29 (110th Congress), New York",0.08264,2008,"Eric Massa (Democratic), Randy Kuhl (Republican)"
288,"Congressional District 1 (110th Congress), North Carolina",0.54334,2008,"G.K. Butterfield (Democratic), Dean Stephens (Republican)"
289,"Congressional District 2 (110th Congress), North Carolina",0.39245,2008,"Bob Etheridge (Democratic), Dan Mansell (Republican), Will Adkins (Libertarian)"
290,"Congressional District 3 (110th Congress), North Carolina",0.23713,2008,"Walter Jones (Republican), Craig Weber (Democratic)"
291,"Congressional District 4 (110th Congress), North Carolina",0.31233,2008,"David Price (Democratic), B.J. Lawson (Republican)"
292,"Congressional District 5 (110th Congress), North Carolina",0.12951,2008,"Virginia Foxx (Republican), Roy Carter (Democratic)"
293,"Congressional District 6 (110th Congress), North Carolina",0.16477,2008,"Howard Coble (Republican), Teresa Sue Bratton (Democratic)"
294,"Congressional District 7 (110th Congress), North Carolina",0.3381,2008,"Mike McIntyre (Democratic), Will Breazeale (Republican)"
295,"Congressional District 8 (110th Congress), North Carolina",0.36735,2008,"Larry Kissell (Democratic), Robin Hayes (Republican)"
296,"Congressional District 9 (110th Congress), North Carolina",0.21469,2008,"Sue Myrick (Republican), Harry Taylor (Democratic), Andy Grum (Libertarian)"
297,"Congressional District 10 (110th Congress), North Carolina",0.14889,2008,"Patrick McHenry (Republican), Daniel Johnson (Democratic)"
298,"Congressional District 11 (110th Congress), North Carolina",0.09469,2008,"Heath Shuler (Democratic), Carl Mumpower (Republican), Keith Smith (Libertarian)"
299,"Congressional District 12 (110th Congress), North Carolina",0.5533,2008,"Mel Watt (Democratic), Ty Cobb (Republican)"
300,"Congressional District 13 (110th Congress), North Carolina",0.37185,2008,"Brad Miller (Democratic), Hugh Webster (Republican)"
301,"Congressional District (at Large) (110th Congress), North Dakota",0.09002,2008,"Earl Pomeroy (Democratic–Non-Partisan, Duane Sand (Republican)"
302,"Congressional District 1 (110th Congress), Ohio",0.33243,2008,"Steven Driehaus (Democratic), Steve Chabot (Republican)"
303,"Congressional District 2 (110th Congress), Ohio",0.08122,2008,"Jean Schmidt (Republican), Victoria Wulsin (Democratic), David Krikorian (Independent)"
304,"Congressional District 3 (110th Congress), Ohio",0.19972,2008,"Mike Turner (Republican), Jane Mitakides (Democratic)"
305,"Congressional District 4 (110th Congress), Ohio",0.08186,2008,"Jim Jordan (Republican), Mike Carroll (Democratic)"
306,"Congressional District 5 (110th Congress), Ohio",0.04605,2008,"Bob Latta (Republican), George Mays (Democratic)"
307,"Congressional District 6 (110th Congress), Ohio",0.05173,2008,"Charlie Wilson (Democratic), Dick Stobbs (Republican), Dennis Spisak (Green)"
308,"Congressional District 7 (110th Congress), Ohio",0.1329,2008,"Steve Austria (Republican), Sharen Neuhardt (Democratic)"
